Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.476878,-9.49173,-11.2917,-11.4399,-11.204,0,11.204,0,0,MINE_TEST,1.25
0.503371,-9.82116,-11.6212,-11.6042,-11.2646,0,11.2646,0,0,MINE_TEST,1.25
0.532195,-10.2917,-12.0917,-11.7511,-11.4334,0,11.4334,0,0,MINE_TEST,1.25
0.558336,-10.3319,-12.1319,-11.8462,-11.7417,0,11.7417,0,0,MINE_TEST,1.25
0.584961,-10.1757,-11.9757,-11.9152,-12.2061,0,12.2061,0,0,MINE_TEST,1.25
0.61093,-9.8133,-11.6133,-12.0581,-12.8257,0,12.8257,0,0,MINE_TEST,1.25
0.636998,-9.65857,-11.4586,-12.4208,-13.5793,0,13.5793,0,0,MINE_TEST,1.25
0.663003,-10.1207,-11.9207,-13.13,-14.4221,0,14.4221,0,0,MINE_TEST,1.25
0.688885,-11.4847,-13.2847,-14.221,-15.2891,0,15.2891,0,0,MINE_TEST,1.25
0.714993,-13.5183,-15.3183,-15.5974,-16.1081,0,16.1081,0,0,MINE_TEST,1.25
0.741009,-15.7053,-17.5053,-17.0503,-16.8165,0,16.8165,0,0,MINE_TEST,1.25
0.767378,-17.7594,-19.5594,-18.333,-17.3724,0,17.3724,0,0,MINE_TEST,1.25
0.793337,-18.8604,-20.6604,-19.2485,-17.7553,0,17.7553,0,0,MINE_TEST,1.25
0.818894,-18.4617,-20.2617,-19.69,-17.9579,0,17.9579,0,0,MINE_TEST,1.25
0.844907,-18.6383,-20.4383,-19.6161,-17.978,0,17.978,0,0,MINE_TEST,1.25
0.870907,-18.7788,-20.5788,-19.0199,-17.8135,0,17.8135,0,0,MINE_TEST,1.25
0.897331,-17.6705,-19.4705,-17.9591,-17.4654,0,17.4654,0,0,MINE_TEST,1.25
0.923282,-14.6202,-16.4202,-16.614,-16.9449,0,16.9449,0,0,MINE_TEST,1.25
0.949273,-12.0278,-13.8278,-15.2694,-16.2825,0,16.2825,0,0,MINE_TEST,1.25
0.975317,-11.1221,-12.9221,-14.1922,-15.5308,0,15.5308,0,0,MINE_TEST,1.25
1.00125,-10.9225,-12.7225,-13.5077,-14.7569,0,14.7569,0,0,MINE_TEST,1.25
1.02692,-10.9925,-12.7925,-13.1724,-14.0262,0,14.0262,0,0,MINE_TEST,1.25
1.05279,-11.2375,-13.0375,-13.0377,-13.3845,0,13.3845,0,0,MINE_TEST,1.25
1.07874,-11.5515,-13.3515,-12.9371,-12.8495,0,12.8495,0,0,MINE_TEST,1.25
1.105,-11.5396,-13.3396,-12.7536,-12.4158,0,12.4158,0,0,MINE_TEST,1.25
1.13188,-10.9287,-12.7287,-12.455,-12.0672,0,12.0672,0,0,MINE_TEST,1.25
1.15837,-10.0609,-11.8609,-12.0892,-11.7852,0,11.7852,0,0,MINE_TEST,1.25
1.18482,-9.56904,-11.369,-11.7366,-11.5502,0,11.5502,0,0,MINE_TEST,1.25
1.21125,-9.31603,-11.116,-11.4438,-11.3376,0,11.3376,0,0,MINE_TEST,1.25
1.23759,-9.35697,-11.157,-11.1817,-11.1154,-13.5793,2.4639,0,0,MINE_TEST,1.25
1.2636,-9.70602,-11.506,-10.8653,-10.8494,-13.5793,2.72995,0,0,MINE_TEST,1.25
1.29015,-9.568,-11.368,-10.4314,-10.514,-13.3845,2.87052,0,0,MINE_TEST,1.25
1.31594,-7.98209,-9.78209,-9.91642,-10.1044,-13.3845,3.28012,0,0,MINE_TEST,1.25
1.34208,-6.69441,-8.49441,-9.45484,-9.6406,-12.8495,3.20886,0,0,MINE_TEST,1.25
1.36805,-6.35627,-8.15627,-9.17518,-9.1611,-12.8495,3.68836,0,0,MINE_TEST,1.25
1.39405,-6.80089,-8.60089,-9.07,-8.70814,-12.8257,4.11761,0,0,MINE_TEST,1.25
1.42025,-7.77886,-9.57886,-8.95831,-8.3126,-12.8257,4.51315,0,0,MINE_TEST,1.25
1.44595,-9.09101,-10.891,-8.60092,-7.98594,-12.4158,4.42986,0,0,MINE_TEST,1.25
1.47192,-7.55942,-9.35942,-7.90239,-7.72202,-12.4158,4.69378,0,0,MINE_TEST,1.25
1.49807,-4.06365,-5.86365,-7.02955,-7.50476,-12.2061,4.70132,0,0,MINE_TEST,1.25
1.5239,-2.5517,-4.3517,-6.32336,-7.31539,-12.2061,4.89069,0,0,MINE_TEST,1.25
1.55275,-2.72848,-4.52848,-6.07142,-7.13751,-12.0672,4.92967,0,0,MINE_TEST,1.25
1.57852,-3.56535,-5.36535,-6.32984,-6.96338,-12.0672,5.10381,0,0,MINE_TEST,1.25
1.60434,-4.98189,-6.78189,-6.90647,-6.80362,-11.7852,4.98156,0,0,MINE_TEST,1.25
1.63017,-7.05296,-8.85296,-7.48069,-6.69418,-11.7852,5.091,0,0,MINE_TEST,1.25
1.656,-7.59408,-9.39408,-7.77483,-6.6886,-11.7417,5.05307,0,0,MINE_TEST,1.25
1.68201,-6.69318,-8.49318,-7.6896,-6.83142,-11.7417,4.91026,0,0,MINE_TEST,1.25
1.7081,-5.44794,-7.24794,-7.33395,-7.12576,-11.5502,4.42444,0,0,MINE_TEST,1.25
1.73415,-4.33387,-6.13387,-6.94477,-7.51855,-11.5502,4.03165,0,0,MINE_TEST,1.25
1.75963,-4.0028,-5.8028,-6.76452,-7.91809,-11.4334,3.51531,0,0,MINE_TEST,1.25
1.78583,-4.1437,-5.9437,-6.95241,-8.23606,-11.4334,3.19734,0,0,MINE_TEST,1.25
1.81169,-4.7894,-6.5894,-7.54791,-8.42829,-11.3376,2.90928,0,0,MINE_TEST,1.25
1.83766,-6.0743,-7.8743,-8.45789,-8.51137,-11.3376,2.82619,0,0,MINE_TEST,1.25
1.86363,-7.85016,-9.65016,-9.45447,-8.54838,-11.2646,2.71621,0,0,MINE_TEST,1.25
1.88987,-9.9206,-11.7206,-10.2168,-8.61313,-11.2646,2.65146,0,0,MINE_TEST,1.25
1.91612,-11.2637,-13.0637,-10.4554,-8.75155,-11.204,2.45246,0,0,MINE_TEST,1.25
1.94257,-10.0556,-11.8556,-10.0787,-8.96018,-11.204,2.24383,0,0,MINE_TEST,1.25
1.96881,-7.12118,-8.92118,-9.28061,-9.19284,-11.1154,1.92257,0,0,MINE_TEST,1.25
1.99481,-5.13193,-6.93193,-8.45802,-9.39111,-11.1154,1.7243,0,0,MINE_TEST,1.25
2.02078,-4.39874,-6.19874,-8.00884,-9.51986,-10.8494,1.3295,0,0,MINE_TEST,1.25
2.04681,-4.78709,-6.58709,-8.14756,-9.58724,-10.8494,1.26212,0,0,MINE_TEST,1.25
2.073,-5.95274,-7.75274,-8.82904,-9.63912,-10.514,0.87484,0,0,MINE_TEST,1.25
2.09873,-8.10034,-9.90034,-9.78521,-9.73551,-10.514,0.778453,0,0,MINE_TEST,1.25
2.12487,-10.8714,-12.6714,-10.6521,-9.92448,-10.1044,0.179883,0,0,MINE_TEST,1.25
2.15054,-10.9354,-12.7354,-11.1504,-10.2263,-10.2263,0,0,0,MINE_TEST,1.25
2.17638,-10.1977,-11.9977,-11.2348,-10.6318,-10.2263,0.405506,0,0,MINE_TEST,1.25
2.2024,-8.97661,-10.7766,-11.1143,-11.1121,-10.514,0.598133,0,0,MINE_TEST,1.25
2.22875,-7.74196,-9.54196,-11.1186,-11.6298,-10.514,1.1158,0,0,MINE_TEST,1.25
2.255,-7.40242,-9.20242,-11.4815,-12.1443,-10.6318,1.51251,0,0,MINE_TEST,1.25
2.28105,-10.2168,-12.0168,-12.1804,-12.6133,-10.6318,1.98154,0,0,MINE_TEST,1.25
2.30706,-12.9324,-14.7324,-12.9549,-12.9974,-10.8494,2.14808,0,0,MINE_TEST,1.25
