Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
0.996751,1.64168,0.021676,0.0208583,0.0202452,NO,1.25
1.05166,1.64223,0.0222254,0.0209557,0.0204761,NO,1.25
1.10417,1.64137,0.0213726,0.020805,0.0206624,NO,1.25
1.15635,1.64094,0.0209388,0.0205363,0.0207972,NO,1.25
1.20892,1.63855,0.0185504,0.0204018,0.0208874,NO,1.25
1.26169,1.63854,0.0185435,0.0205822,0.0209402,NO,1.25
1.31385,1.63923,0.0192337,0.0209864,0.0209592,NO,1.25
1.36564,1.64734,0.0273363,0.0212885,0.0209455,NO,1.25
1.41712,1.64217,0.0221731,0.0212472,0.020901,NO,1.25
1.46863,1.63884,0.0188368,0.0209538,0.0208345,NO,1.25
1.5201,1.6383,0.0183009,0.0207057,0.0207641,NO,1.25
1.57155,1.64159,0.0215894,0.0206766,0.020708,NO,1.25
1.62384,1.64063,0.0206268,0.020788,0.0206741,NO,1.25
1.6768,1.64333,0.0233301,0.0208691,0.0206652,NO,1.25
1.72961,1.63839,0.0183918,0.0208351,0.0206978,NO,1.25
1.78848,1.64206,0.02206,0.0207128,0.0208057,NO,1.25
1.8401,1.64082,0.0208163,0.020589,0.0210177,NO,1.25
1.89263,1.63964,0.0196358,0.0205815,0.0213303,NO,1.25
1.94449,1.64009,0.020091,0.0208019,0.0216992,NO,1.25
1.99776,1.63818,0.0181843,0.0212686,0.0220578,NO,1.25
2.05074,1.646,0.0260034,0.0218867,0.022348,NO,1.25
2.10399,1.64268,0.0226796,0.0225601,0.0225367,NO,1.25
2.15627,1.6398,0.0198047,0.0232497,0.0226078,NO,1.25
2.20944,1.64306,0.0230584,0.0238345,0.0225511,NO,1.25
2.26277,1.65056,0.0305555,0.0240245,0.0223654,NO,1.25
2.3155,1.64587,0.025868,0.0235748,0.0220663,NO,1.25
2.36877,1.64037,0.0203654,0.0225728,0.0216824,NO,1.25
2.42163,1.63967,0.0196744,0.0213743,0.0212463,NO,1.25
2.47422,1.64213,0.022126,0.0202926,0.0207933,NO,1.25
2.52625,1.63681,0.0168131,0.0194279,0.0203617,NO,1.25
2.57923,1.63877,0.0187665,0.0187453,0.0199839,NO,1.25
2.63174,1.6424,0.0223968,0.0182592,0.0196763,NO,1.25
2.68462,1.63131,0.011309,0.0181051,0.0194411,NO,1.25
2.73688,1.63724,0.0172401,0.0183998,0.0192811,NO,1.25
2.78983,1.64128,0.0212774,0.0190545,0.019204,NO,1.25
2.84275,1.64034,0.0203388,0.0198017,0.0192084,NO,1.25
2.89563,1.64037,0.0203679,0.0203963,0.019273,NO,1.25
2.94687,1.641,0.0210031,0.0207115,0.0193659,NO,1.25
3.00003,1.64199,0.0219906,0.0206923,0.0194608,NO,1.25
3.0531,1.64229,0.022294,0.0203357,0.0195378,NO,1.25
3.10566,1.63789,0.0178859,0.0197379,0.0195759,NO,1.25
3.15874,1.64071,0.0207083,0.019102,0.0195587,NO,1.25
3.21197,1.63602,0.0160249,0.0186667,0.0194971,NO,1.25
3.26443,1.63721,0.017211,0.0185829,0.0194454,NO,1.25
3.31694,1.63906,0.0190605,0.0188368,0.0194793,NO,1.25
3.3701,1.63987,0.0198664,0.0192838,0.0196471,NO,1.25
3.4221,1.63935,0.0193495,0.0197501,0.0199388,NO,1.25
3.47525,1.64082,0.020818,0.0201289,0.0203054,NO,1.25
3.528,1.64103,0.0210254,0.0204198,0.020695,NO,1.25
3.58064,1.64068,0.0206757,0.0207547,0.0210698,NO,1.25
3.63413,1.63935,0.0193538,0.0213301,0.0214055,NO,1.25
3.68688,1.63916,0.0191634,0.0222044,0.0216891,NO,1.25
3.7401,1.64613,0.0261344,0.0231144,0.0219162,NO,1.25
3.79297,1.64432,0.0243189,0.0235688,0.0220833,NO,1.25
3.84695,1.65277,0.0327746,0.0232536,0.0221852,NO,1.25
3.89823,1.63653,0.0165258,0.0223636,0.0222249,NO,1.25
3.94942,1.63788,0.0178756,0.0214592,0.0222217,NO,1.25
4.00095,1.64127,0.0212749,0.0209952,0.0222013,NO,1.25
4.05252,1.64187,0.021868,0.0210534,0.0221731,NO,1.25
4.10495,1.63957,0.0195664,0.0214553,0.0221224,NO,1.25
4.15727,1.64123,0.021226,0.0219407,0.0220336,NO,1.25
4.2094,1.64514,0.0251389,0.0222517,0.0219191,NO,1.25
4.2611,1.64541,0.0254148,0.0222571,0.0218203,NO,1.25
4.31292,1.63873,0.0187279,0.0220801,0.0217769,NO,1.25
4.36542,1.64107,0.0210691,0.0219848,0.0217917,NO,1.25
4.41753,1.64031,0.0203105,0.0220724,0.0218205,NO,1.25
4.46946,1.64403,0.024031,0.0221472,0.021798,NO,1.25
4.52092,1.6477,0.0277029,0.0219479,0.0216806,NO,1.25
4.57255,1.63771,0.0177135,0.0214743,0.0214741,NO,1.25
4.62436,1.63923,0.019226,0.0209819,0.0212268,NO,1.25
4.67666,1.63917,0.0191651,0.0206862,0.0210032,NO,1.25
4.72814,1.64558,0.0255776,0.0205845,0.0208568,NO,1.25
4.77988,1.6361,0.0161004,0.0205575,0.0208079,NO,1.25
4.83151,1.6411,0.0210983,0.0204949,0.0208304,NO,1.25
4.88335,1.64229,0.0222905,0.0203228,0.0208486,NO,1.25
4.93519,1.64258,0.0225802,0.0200589,0.0207504,NO,1.25
