Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
4.76566,-14.5158,-16.1358,-16.1426,-16.155,NO,1.25
5.0283,-14.4342,-16.0542,-16.1059,-16.1364,NO,1.25
5.28923,-14.4268,-16.0468,-16.0786,-16.1177,NO,1.25
5.55193,-14.424,-16.044,-16.0639,-16.1007,NO,1.25
5.81337,-14.421,-16.041,-16.0605,-16.0868,NO,1.25
6.07629,-14.4278,-16.0478,-16.0642,-16.0769,NO,1.25
6.33824,-14.4898,-16.1098,-16.0707,-16.0715,NO,1.25
6.5997,-14.4511,-16.0711,-16.0772,-16.0706,NO,1.25
6.86889,-14.4449,-16.0649,-16.0833,-16.074,NO,1.25
7.12475,-14.4725,-16.0925,-16.0894,-16.0807,NO,1.25
7.38719,-14.4829,-16.1029,-16.0951,-16.089,NO,1.25
7.64922,-14.4917,-16.1117,-16.0995,-16.097,NO,1.25
7.91762,-14.4826,-16.1026,-16.1026,-16.1031,NO,1.25
8.17338,-14.4741,-16.0941,-16.1051,-16.1063,NO,1.25
8.43405,-14.4834,-16.1034,-16.108,-16.1068,NO,1.25
8.69699,-14.4993,-16.1193,-16.1109,-16.105,NO,1.25
8.96599,-14.5026,-16.1226,-16.1124,-16.1013,NO,1.25
9.22069,-14.4805,-16.1005,-16.11,-16.0963,NO,1.25
9.48425,-14.5276,-16.1476,-16.1021,-16.0903,NO,1.25
9.74631,-14.4906,-16.1106,-16.0888,-16.0835,NO,1.25
10.0088,-14.4204,-16.0404,-16.0729,-16.0763,NO,1.25
10.2708,-14.4201,-16.0401,-16.0588,-16.069,NO,1.25
10.5322,-14.4218,-16.0418,-16.0494,-16.0617,NO,1.25
10.7945,-14.421,-16.041,-16.0446,-16.0549,NO,1.25
11.057,-14.422,-16.042,-16.0429,-16.0489,NO,1.25
11.3198,-14.4222,-16.0422,-16.0428,-16.0443,NO,1.25
11.5812,-14.4236,-16.0436,-16.0431,-16.0417,NO,1.25
11.8431,-14.4251,-16.0451,-16.0435,-16.0415,NO,1.25
12.1065,-14.4216,-16.0416,-16.0442,-16.0437,NO,1.25
12.368,-14.4235,-16.0435,-16.0456,-16.0478,NO,1.25
12.6305,-14.4257,-16.0457,-16.048,-16.0529,NO,1.25
12.8921,-14.4279,-16.0479,-16.0521,-16.0581,NO,1.25
13.1543,-14.4295,-16.0495,-16.0581,-16.0629,NO,1.25
13.4166,-14.4419,-16.0619,-16.0659,-16.0668,NO,1.25
13.6788,-14.4623,-16.0823,-16.0742,-16.0699,NO,1.25
13.9411,-14.4511,-16.0711,-16.0811,-16.0719,NO,1.25
14.2038,-14.5057,-16.1257,-16.0846,-16.0731,NO,1.25
14.4648,-14.4646,-16.0846,-16.0837,-16.0732,NO,1.25
14.7269,-14.4549,-16.0749,-16.0791,-16.0724,NO,1.25
14.9897,-14.4517,-16.0717,-16.0727,-16.0705,NO,1.25
15.2513,-14.4515,-16.0715,-16.0657,-16.0678,NO,1.25
15.5138,-14.4338,-16.0538,-16.0593,-16.0644,NO,1.25
15.7754,-14.428,-16.048,-16.054,-16.0604,NO,1.25
16.0438,-14.4261,-16.0461,-16.0502,-16.0562,NO,1.25
16.3001,-14.4268,-16.0468,-16.0479,-16.0522,NO,1.25
16.5625,-14.4265,-16.0465,-16.0466,-16.0488,NO,1.25
16.825,-14.4259,-16.0459,-16.0458,-16.0464,NO,1.25
17.0872,-14.425,-16.045,-16.0453,-16.0448,NO,1.25
17.349,-14.4245,-16.0445,-16.045,-16.044,NO,1.25
17.6104,-14.4245,-16.0445,-16.0447,-16.0437,NO,1.25
