Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.479208,-7.67052,-9.47052,-9.74958,-9.85827,0,9.85827,0,0,MINE_TEST,1.25
0.505085,-7.49443,-9.29443,-9.68134,-9.84158,0,9.84158,0,0,MINE_TEST,1.25
0.530944,-7.63528,-9.43528,-9.70805,-9.83652,0,9.83652,0,0,MINE_TEST,1.25
0.556968,-7.96946,-9.76946,-9.8084,-9.85218,0,9.85218,0,0,MINE_TEST,1.25
0.582974,-8.36483,-10.1648,-9.92699,-9.8963,0,9.8963,0,0,MINE_TEST,1.25
0.608703,-8.50933,-10.3093,-10.012,-9.97097,0,9.97097,0,0,MINE_TEST,1.25
0.634421,-8.33641,-10.1364,-10.0496,-10.0715,0,10.0715,0,0,MINE_TEST,1.25
0.660018,-8.12325,-9.92325,-10.0713,-10.1885,0,10.1885,0,0,MINE_TEST,1.25
0.685833,-8.06641,-9.86641,-10.1324,-10.3106,0,10.3106,0,0,MINE_TEST,1.25
0.711735,-8.14427,-9.94427,-10.2752,-10.4263,0,10.4263,0,0,MINE_TEST,1.25
0.737846,-8.46708,-10.2671,-10.4977,-10.5251,0,10.5251,0,0,MINE_TEST,1.25
0.763857,-9.07388,-10.8739,-10.7444,-10.5987,0,10.5987,0,0,MINE_TEST,1.25
0.789869,-9.66269,-11.4627,-10.929,-10.6431,0,10.6431,0,0,MINE_TEST,1.25
0.816065,-9.77574,-11.5757,-10.9826,-10.6598,0,10.6598,0,0,MINE_TEST,1.25
0.841801,-9.32642,-11.1264,-10.8981,-10.6542,0,10.6542,0,0,MINE_TEST,1.25
0.86727,-8.75049,-10.5505,-10.7324,-10.6326,0,10.6326,0,0,MINE_TEST,1.25
0.893336,-8.40304,-10.203,-10.5645,-10.5986,0,10.5986,0,0,MINE_TEST,1.25
0.919203,-8.4679,-10.2679,-10.4427,-10.5531,0,10.5531,0,0,MINE_TEST,1.25
0.945101,-8.65421,-10.4542,-10.3654,-10.4963,0,10.4963,0,0,MINE_TEST,1.25
0.970933,-8.6884,-10.4884,-10.3045,-10.4314,0,10.4314,0,0,MINE_TEST,1.25
0.99688,-8.4671,-10.2671,-10.2445,-10.366,0,10.366,0,0,MINE_TEST,1.25
1.02254,-8.20752,-10.0075,-10.1989,-10.3113,0,10.3113,0,0,MINE_TEST,1.25
1.0485,-8.15277,-9.95277,-10.1945,-10.2777,0,10.2777,0,0,MINE_TEST,1.25
1.07432,-8.312,-10.112,-10.2426,-10.2705,0,10.2705,0,0,MINE_TEST,1.25
1.10008,-8.57036,-10.3704,-10.3265,-10.2885,0,10.2885,0,0,MINE_TEST,1.25
1.12609,-8.76467,-10.5647,-10.4133,-10.3262,0,10.3262,0,0,MINE_TEST,1.25
1.1519,-8.80358,-10.6036,-10.4764,-10.3788,0,10.3788,0,0,MINE_TEST,1.25
1.17766,-8.73303,-10.533,-10.5113,-10.4451,0,10.4451,0,0,MINE_TEST,1.25
1.20369,-8.67502,-10.475,-10.5331,-10.5259,0,10.5259,0,0,MINE_TEST,1.25
1.22949,-8.6871,-10.4871,-10.5637,-10.6205,-10.366,0.254415,0,0,MINE_TEST,1.25
1.25528,-8.72535,-10.5254,-10.6197,-10.724,-10.3788,0.345179,0,0,MINE_TEST,1.25
1.28085,-8.85177,-10.6518,-10.7072,-10.8289,-10.3788,0.450061,0,0,MINE_TEST,1.25
1.30644,-8.99431,-10.7943,-10.8243,-10.9279,-10.4263,0.501614,0,0,MINE_TEST,1.25
1.33281,-9.11364,-10.9136,-10.9638,-11.017,-10.4263,0.590727,0,0,MINE_TEST,1.25
1.36116,-9.2852,-11.0852,-11.1136,-11.0952,-10.4314,0.663725,0,0,MINE_TEST,1.25
1.38693,-9.52,-11.32,-11.2549,-11.1623,-10.4314,0.730829,0,0,MINE_TEST,1.25
1.41283,-9.71958,-11.5196,-11.3639,-11.2173,-10.4451,0.772218,0,0,MINE_TEST,1.25
1.43838,-9.81326,-11.6133,-11.4203,-11.2578,-10.4451,0.812652,0,0,MINE_TEST,1.25
1.46399,-9.75032,-11.5503,-11.4177,-11.2805,-10.4963,0.78413,0,0,MINE_TEST,1.25
1.48988,-9.6029,-11.4029,-11.3672,-11.2835,-10.4963,0.787138,0,0,MINE_TEST,1.25
1.51582,-9.45049,-11.2505,-11.2912,-11.2671,-10.5251,0.742015,0,0,MINE_TEST,1.25
1.54191,-9.36053,-11.1605,-11.2114,-11.2344,-10.5251,0.709314,0,0,MINE_TEST,1.25
1.56761,-9.31147,-11.1115,-11.1411,-11.1909,-10.5259,0.664939,0,0,MINE_TEST,1.25
1.59358,-9.27981,-11.0798,-11.0844,-11.1437,-10.5259,0.61778,0,0,MINE_TEST,1.25
1.61958,-9.2158,-11.0158,-11.0418,-11.101,-10.5531,0.547974,0,0,MINE_TEST,1.25
1.6455,-9.16404,-10.964,-11.014,-11.0706,-10.5531,0.51751,0,0,MINE_TEST,1.25
1.67144,-9.17401,-10.974,-11.0035,-11.0582,-10.5986,0.459655,0,0,MINE_TEST,1.25
1.69716,-9.16935,-10.9694,-11.0134,-11.0674,-10.5986,0.468815,0,0,MINE_TEST,1.25
1.72295,-9.18343,-10.9834,-11.0465,-11.0987,-10.5987,0.500079,0,0,MINE_TEST,1.25
1.74892,-9.24595,-11.046,-11.1043,-11.1505,-10.5987,0.551801,0,0,MINE_TEST,1.25
1.77469,-9.34689,-11.1469,-11.1859,-11.2188,-10.6205,0.598328,0,0,MINE_TEST,1.25
1.80072,-9.4524,-11.2524,-11.2866,-11.2988,-10.6205,0.678312,0,0,MINE_TEST,1.25
1.82644,-9.57856,-11.3786,-11.3977,-11.3853,-10.6326,0.752737,0,0,MINE_TEST,1.25
1.85212,-9.76184,-11.5618,-11.5079,-11.4742,-10.6326,0.841569,0,0,MINE_TEST,1.25
1.87809,-9.89297,-11.693,-11.6089,-11.5622,-10.6431,0.919176,0,0,MINE_TEST,1.25
1.90391,-9.90287,-11.7029,-11.6992,-11.6479,-10.6431,1.00489,0,0,MINE_TEST,1.25
1.92971,-9.91309,-11.7131,-11.7829,-11.731,-10.6542,1.07677,0,0,MINE_TEST,1.25
1.95549,-10.0449,-11.8449,-11.8611,-11.812,-10.6542,1.15772,0,0,MINE_TEST,1.25
1.98119,-10.2491,-12.0491,-11.9282,-11.8915,-10.6598,1.23176,0,0,MINE_TEST,1.25
2.00695,-10.2886,-12.0886,-11.9783,-11.9701,-10.6598,1.31035,0,0,MINE_TEST,1.25
2.03261,-10.1802,-11.9802,-12.015,-12.0478,-10.724,1.32383,0,0,MINE_TEST,1.25
2.05825,-10.1531,-11.9531,-12.0528,-12.1245,-10.724,1.4005,0,0,MINE_TEST,1.25
2.08414,-10.2519,-12.0519,-12.1075,-12.1995,-10.8289,1.37065,0,0,MINE_TEST,1.25
2.10975,-10.3442,-12.1442,-12.1864,-12.2715,-10.8289,1.44258,0,0,MINE_TEST,1.25
2.13567,-10.4271,-12.2271,-12.2859,-12.3378,-10.9279,1.40982,0,0,MINE_TEST,1.25
2.16146,-10.6051,-12.4051,-12.3927,-12.3954,-10.9279,1.46747,0,0,MINE_TEST,1.25
2.1874,-10.7977,-12.5977,-12.4892,-12.4419,-11.017,1.42488,0,0,MINE_TEST,1.25
2.21318,-10.8678,-12.6678,-12.5595,-12.4761,-11.017,1.45902,0,0,MINE_TEST,1.25
2.23903,-10.8503,-12.6503,-12.5958,-12.4974,-11.0582,1.43919,0,0,MINE_TEST,1.25
2.26506,-10.8361,-12.6361,-12.5979,-12.5054,-11.0582,1.44715,0,0,MINE_TEST,1.25
2.29064,-10.8319,-12.6319,-12.5691,-12.4985,-11.0674,1.43109,0,0,MINE_TEST,1.25
2.3165,-10.7803,-12.5803,-12.5137,-12.4752,-11.0674,1.40785,0,0,MINE_TEST,1.25
2.34257,-10.6842,-12.4842,-12.4382,-12.4357,-11.0706,1.36508,0,0,MINE_TEST,1.25
2.37413,-10.5222,-12.3222,-12.354,-12.3822,-11.0706,1.31161,0,0,MINE_TEST,1.25
2.40026,-10.4021,-12.2021,-12.2739,-12.3194,-11.0952,1.22424,0,0,MINE_TEST,1.25
2.42608,-10.3631,-12.1631,-12.2067,-12.2528,-11.0952,1.15765,0,0,MINE_TEST,1.25
2.4517,-10.3425,-12.1425,-12.1526,-12.1875,-11.0952,1.09235,0,0,MINE_TEST,1.25
2.47783,-10.3244,-12.1244,-12.1058,-12.1273,-11.0952,1.03213,0,0,MINE_TEST,1.25
2.50388,-10.2916,-12.0916,-12.0608,-12.0745,-11.0952,0.979333,0,0,MINE_TEST,1.25
