Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.484663,-10.9965,-12.7965,-12.8052,-12.3559,0,12.3559,0,0,MINE_TEST,1.25
0.510759,-10.8599,-12.6599,-12.4332,-12.1617,0,12.1617,0,0,MINE_TEST,1.25
0.536983,-10.4,-12.2,-11.9764,-11.895,0,11.895,0,0,MINE_TEST,1.25
0.563049,-9.69466,-11.4947,-11.4752,-11.56,0,11.56,0,0,MINE_TEST,1.25
0.588985,-9.01222,-10.8122,-10.9758,-11.1704,0,11.1704,0,0,MINE_TEST,1.25
0.615075,-8.42679,-10.2268,-10.5277,-10.7547,0,10.7547,0,0,MINE_TEST,1.25
0.640843,-8.09833,-9.89833,-10.1632,-10.3532,0,10.3532,0,0,MINE_TEST,1.25
0.666895,-7.94914,-9.74914,-9.8846,-10.0084,0,10.0084,0,0,MINE_TEST,1.25
0.692791,-7.90714,-9.70714,-9.67149,-9.75483,0,9.75483,0,0,MINE_TEST,1.25
0.71868,-7.72382,-9.52382,-9.50527,-9.61263,0,9.61263,0,0,MINE_TEST,1.25
0.74429,-7.42162,-9.22162,-9.39088,-9.58857,0,9.58857,0,0,MINE_TEST,1.25
0.770014,-7.28738,-9.08738,-9.36024,-9.67832,0,9.67832,0,0,MINE_TEST,1.25
0.795845,-7.25907,-9.05907,-9.45622,-9.8673,0,9.8673,0,0,MINE_TEST,1.25
0.82164,-7.43901,-9.23901,-9.70713,-10.1305,0,10.1305,0,0,MINE_TEST,1.25
0.847578,-8.00267,-9.80267,-10.106,-10.4339,0,10.4339,0,0,MINE_TEST,1.25
0.873539,-8.82425,-10.6242,-10.6064,-10.7397,0,10.7397,0,0,MINE_TEST,1.25
0.899738,-9.49521,-11.2952,-11.137,-11.0123,0,11.0123,0,0,MINE_TEST,1.25
0.925761,-10.0278,-11.8278,-11.6234,-11.2234,0,11.2234,0,0,MINE_TEST,1.25
0.95184,-10.5149,-12.3149,-12.0002,-11.3558,0,11.3558,0,0,MINE_TEST,1.25
0.978246,-10.884,-12.684,-12.2147,-11.4046,0,11.4046,0,0,MINE_TEST,1.25
1.00427,-10.9638,-12.7638,-12.2306,-11.3797,0,11.3797,0,0,MINE_TEST,1.25
1.03017,-10.7001,-12.5001,-12.0399,-11.3063,0,11.3063,0,0,MINE_TEST,1.25
1.05615,-10.1751,-11.9751,-11.6754,-11.223,0,11.223,0,0,MINE_TEST,1.25
1.08304,-9.42405,-11.224,-11.2142,-11.1738,0,11.1738,0,0,MINE_TEST,1.25
1.11176,-8.65134,-10.4513,-10.7682,-11.1986,0,11.1986,0,0,MINE_TEST,1.25
1.13802,-8.05618,-9.85618,-10.4634,-11.3242,0,11.3242,0,0,MINE_TEST,1.25
1.16392,-7.82828,-9.62828,-10.4155,-11.5619,0,11.5619,0,0,MINE_TEST,1.25
1.1896,-8.03591,-9.83591,-10.7077,-11.9114,0,11.9114,0,0,MINE_TEST,1.25
1.2157,-8.72837,-10.5284,-11.3733,-12.3676,0,12.3676,0,0,MINE_TEST,1.25
1.24177,-9.86772,-11.6677,-12.3795,-12.9254,-11.1986,1.72676,0,0,MINE_TEST,1.25
1.26809,-11.5281,-13.3281,-13.615,-13.5789,-11.223,2.35596,0,0,MINE_TEST,1.25
1.29434,-13.4839,-15.2839,-14.8979,-14.3166,-11.223,3.0937,0,0,MINE_TEST,1.25
1.32053,-15.3486,-17.1486,-16.0241,-15.1148,-11.2234,3.89135,0,0,MINE_TEST,1.25
1.3467,-16.2238,-18.0238,-16.8462,-15.9343,-11.2234,4.71085,0,0,MINE_TEST,1.25
1.3732,-16.0771,-17.8771,-17.3393,-16.7242,-11.3063,5.41786,0,0,MINE_TEST,1.25
1.3988,-15.7837,-17.5837,-17.6026,-17.4304,-11.3063,6.12412,0,0,MINE_TEST,1.25
1.42489,-15.6161,-17.4161,-17.7946,-18.007,-11.3242,6.68282,0,0,MINE_TEST,1.25
1.45104,-15.7171,-17.5171,-18.0445,-18.425,-11.3242,7.10078,0,0,MINE_TEST,1.25
1.47729,-16.2624,-18.0624,-18.3902,-18.6768,-11.3558,7.32101,0,0,MINE_TEST,1.25
1.50302,-17.2514,-19.0514,-18.7679,-18.7754,-11.3558,7.41964,0,0,MINE_TEST,1.25
1.52932,-17.9047,-19.7047,-19.0536,-18.7493,-11.3797,7.36962,0,0,MINE_TEST,1.25
1.55528,-18.1595,-19.9595,-19.1325,-18.6338,-11.3797,7.25417,0,0,MINE_TEST,1.25
1.58141,-17.7466,-19.5466,-18.9587,-18.4614,-11.4046,7.0568,0,0,MINE_TEST,1.25
1.60743,-16.9952,-18.7952,-18.5743,-18.2533,-11.4046,6.84873,0,0,MINE_TEST,1.25
1.63344,-16.1397,-17.9397,-18.0821,-18.0185,-11.56,6.4585,0,0,MINE_TEST,1.25
1.65999,-15.3807,-17.1807,-17.5942,-17.7589,-11.56,6.1989,0,0,MINE_TEST,1.25
1.68608,-15.0698,-16.8698,-17.1851,-17.4786,-11.5619,5.91677,0,0,MINE_TEST,1.25
1.71236,-15.0189,-16.8189,-16.8769,-17.1911,-11.5619,5.62925,0,0,MINE_TEST,1.25
1.73891,-14.764,-16.564,-16.656,-16.9205,-11.895,5.02552,0,0,MINE_TEST,1.25
1.76516,-14.5552,-16.3552,-16.5014,-16.6973,-11.895,4.80229,0,0,MINE_TEST,1.25
1.79148,-14.5649,-16.3649,-16.402,-16.5497,-11.9114,4.63829,0,0,MINE_TEST,1.25
1.81761,-14.4519,-16.2519,-16.3607,-16.4961,-11.9114,4.58467,0,0,MINE_TEST,1.25
1.84347,-14.3716,-16.1716,-16.3902,-16.541,-12.1617,4.37928,0,0,MINE_TEST,1.25
1.86969,-14.4127,-16.2127,-16.5029,-16.6753,-12.1617,4.51357,0,0,MINE_TEST,1.25
