Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.475881,-6.5668,-8.3668,-8.29277,-8.23657,0,8.23657,0,0,MINE_TEST,1.25
0.502081,-6.56975,-8.36975,-8.27445,-8.23826,0,8.23826,0,0,MINE_TEST,1.25
0.527758,-6.44426,-8.24426,-8.24203,-8.25224,0,8.25224,0,0,MINE_TEST,1.25
0.554305,-6.28518,-8.08518,-8.21681,-8.27739,0,8.27739,0,0,MINE_TEST,1.25
0.580779,-6.29143,-8.09143,-8.22092,-8.31115,0,8.31115,0,0,MINE_TEST,1.25
0.60785,-6.37608,-8.17608,-8.26551,-8.35001,0,8.35001,0,0,MINE_TEST,1.25
0.636428,-6.47603,-8.27603,-8.34559,-8.39098,0,8.39098,0,0,MINE_TEST,1.25
0.662843,-6.67909,-8.47909,-8.44366,-8.43313,0,8.43313,0,0,MINE_TEST,1.25
0.689091,-6.83818,-8.63818,-8.53889,-8.47807,0,8.47807,0,0,MINE_TEST,1.25
0.715504,-6.86887,-8.66887,-8.61655,-8.52864,0,8.52864,0,0,MINE_TEST,1.25
0.741595,-6.89654,-8.69654,-8.67219,-8.58681,0,8.58681,0,0,MINE_TEST,1.25
0.76808,-6.93306,-8.73306,-8.71,-8.65226,0,8.65226,0,0,MINE_TEST,1.25
0.794125,-6.96918,-8.76918,-8.73895,-8.72244,0,8.72244,0,0,MINE_TEST,1.25
0.820151,-6.90252,-8.70252,-8.77031,-8.7939,0,8.7939,0,0,MINE_TEST,1.25
0.846066,-6.96409,-8.76409,-8.81525,-8.86402,0,8.86402,0,0,MINE_TEST,1.25
0.872755,-7.02622,-8.82622,-8.8819,-8.93244,0,8.93244,0,0,MINE_TEST,1.25
0.898913,-7.11409,-8.91409,-8.97268,-9.0014,0,9.0014,0,0,MINE_TEST,1.25
0.924844,-7.22674,-9.02674,-9.08326,-9.07497,0,9.07497,0,0,MINE_TEST,1.25
0.950724,-7.45766,-9.25766,-9.20433,-9.15799,0,9.15799,0,0,MINE_TEST,1.25
0.976527,-7.55182,-9.35182,-9.32621,-9.2554,0,9.2554,0,0,MINE_TEST,1.25
1.00281,-7.66039,-9.46039,-9.4444,-9.37236,0,9.37236,0,0,MINE_TEST,1.25
