Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.484889,-72.4205,-61.8205,-61.8232,-61.8284,0,61.8284,0,0,MINE_TEST,1.25
0.511654,-72.5212,-61.9212,-61.8298,-61.8345,0,61.8345,0,0,MINE_TEST,1.25
0.538275,-72.4291,-61.8291,-61.834,-61.8405,0,61.8405,0,0,MINE_TEST,1.25
0.564876,-72.3447,-61.7447,-61.8393,-61.8467,0,61.8467,0,0,MINE_TEST,1.25
0.591264,-72.4314,-61.8314,-61.8492,-61.8529,0,61.8529,0,0,MINE_TEST,1.25
0.618059,-72.5221,-61.9221,-61.8615,-61.8594,0,61.8594,0,0,MINE_TEST,1.25
0.644439,-72.4987,-61.8987,-61.8711,-61.8662,0,61.8662,0,0,MINE_TEST,1.25
0.671013,-72.5023,-61.9023,-61.8766,-61.8729,0,61.8729,0,0,MINE_TEST,1.25
0.697676,-72.3648,-61.7648,-61.8809,-61.8787,0,61.8787,0,0,MINE_TEST,1.25
0.724382,-72.568,-61.968,-61.8858,-61.8831,0,61.8831,0,0,MINE_TEST,1.25
0.751006,-72.4633,-61.8633,-61.8895,-61.8856,0,61.8856,0,0,MINE_TEST,1.25
0.777367,-72.5369,-61.9369,-61.8888,-61.886,0,61.886,0,0,MINE_TEST,1.25
0.803761,-72.5227,-61.9227,-61.8836,-61.8842,0,61.8842,0,0,MINE_TEST,1.25
0.830484,-72.401,-61.801,-61.878,-61.88,0,61.88,0,0,MINE_TEST,1.25
0.85657,-72.4038,-61.8038,-61.8747,-61.8736,0,61.8736,0,0,MINE_TEST,1.25
0.882867,-72.6232,-62.0232,-61.8718,-61.8652,0,61.8652,0,0,MINE_TEST,1.25
0.909214,-72.4278,-61.8278,-61.8648,-61.8553,0,61.8553,0,0,MINE_TEST,1.25
0.935632,-72.4185,-61.8185,-61.8515,-61.8439,0,61.8439,0,0,MINE_TEST,1.25
0.962209,-72.5382,-61.9382,-61.8339,-61.8315,0,61.8315,0,0,MINE_TEST,1.25
0.988871,-72.3183,-61.7183,-61.8159,-61.8187,0,61.8187,0,0,MINE_TEST,1.25
1.01549,-72.4038,-61.8038,-61.801,-61.8065,0,61.8065,0,0,MINE_TEST,1.25
1.04233,-72.3882,-61.7882,-61.7897,-61.795,0,61.795,0,0,MINE_TEST,1.25
1.06888,-72.3834,-61.7834,-61.7796,-61.784,0,61.784,0,0,MINE_TEST,1.25
1.09523,-72.4229,-61.8229,-61.7686,-61.7729,0,61.7729,0,0,MINE_TEST,1.25
1.12167,-72.2935,-61.6935,-61.7573,-61.7621,0,61.7621,0,0,MINE_TEST,1.25
1.14801,-72.367,-61.767,-61.7486,-61.7527,0,61.7527,0,0,MINE_TEST,1.25
1.17477,-72.3098,-61.7098,-61.745,-61.7459,0,61.7459,0,0,MINE_TEST,1.25
