Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.487309,-41.3024,-30.7024,-30.6285,-30.5358,0,30.5358,0,0,MINE_TEST,1.25
0.51379,-41.5719,-30.9719,-30.9321,-30.8907,0,30.8907,0,0,MINE_TEST,1.25
0.540209,-41.861,-31.261,-31.2092,-31.2165,0,31.2165,0,0,MINE_TEST,1.25
0.566839,-42.0954,-31.4954,-31.4651,-31.512,0,31.512,0,0,MINE_TEST,1.25
0.593453,-42.3087,-31.7087,-31.7035,-31.7757,0,31.7757,0,0,MINE_TEST,1.25
0.620086,-42.5604,-31.9604,-31.9245,-32.0042,0,32.0042,0,0,MINE_TEST,1.25
0.646436,-42.7838,-32.1838,-32.1233,-32.1913,0,32.1913,0,0,MINE_TEST,1.25
0.672751,-42.9829,-32.3829,-32.2909,-32.3286,0,32.3286,0,0,MINE_TEST,1.25
0.699728,-43.1255,-32.5255,-32.4166,-32.4066,0,32.4066,0,0,MINE_TEST,1.25
0.726388,-43.205,-32.605,-32.4889,-32.4164,0,32.4164,0,0,MINE_TEST,1.25
0.752828,-43.2409,-32.6409,-32.4953,-32.3516,0,32.3516,0,0,MINE_TEST,1.25
0.779281,-43.2205,-32.6205,-32.4205,-32.2091,0,32.2091,0,0,MINE_TEST,1.25
0.80568,-43.0978,-32.4978,-32.2481,-31.9909,0,31.9909,0,0,MINE_TEST,1.25
0.832145,-42.8371,-32.2371,-31.9669,-31.7037,0,31.7037,0,0,MINE_TEST,1.25
0.858622,-42.404,-31.804,-31.5778,-31.3588,0,31.3588,0,0,MINE_TEST,1.25
0.885626,-41.8329,-31.2329,-31.0983,-30.9702,0,30.9702,0,0,MINE_TEST,1.25
0.91217,-41.1934,-30.5934,-30.5619,-30.5537,0,30.5537,0,0,MINE_TEST,1.25
0.938901,-40.5241,-29.9241,-30.011,-30.1247,0,30.1247,0,0,MINE_TEST,1.25
0.965507,-39.9259,-29.3259,-29.4886,-29.6987,0,29.6987,0,0,MINE_TEST,1.25
0.991702,-39.4336,-28.8336,-29.0297,-29.2901,0,29.2901,0,0,MINE_TEST,1.25
1.01792,-39.0291,-28.4291,-28.6565,-28.9122,0,28.9122,0,0,MINE_TEST,1.25
1.04443,-38.771,-28.171,-28.3756,-28.5765,0,28.5765,0,0,MINE_TEST,1.25
1.07151,-38.6332,-28.0332,-28.1778,-28.2923,0,28.2923,0,0,MINE_TEST,1.25
1.10027,-38.5627,-27.9627,-28.0417,-28.0651,0,28.0651,0,0,MINE_TEST,1.25
1.12696,-38.6402,-28.0402,-27.9426,-27.8964,0,27.8964,0,0,MINE_TEST,1.25
1.15327,-38.4076,-27.8076,-27.8639,-27.784,0,27.784,0,0,MINE_TEST,1.25
1.17973,-38.3358,-27.7358,-27.8016,-27.7225,0,27.7225,0,0,MINE_TEST,1.25
1.2063,-38.3087,-27.7087,-27.7611,-27.7047,0,27.7047,0,0,MINE_TEST,1.25
1.23265,-38.2843,-27.6843,-27.7498,-27.7235,0,27.7235,0,0,MINE_TEST,1.25
1.25927,-38.2836,-27.6836,-27.7736,-27.7734,-30.5537,2.78024,0,0,MINE_TEST,1.25
1.28559,-38.3474,-27.7474,-27.8363,-27.8512,-30.5537,2.70242,0,0,MINE_TEST,1.25
1.31222,-38.4585,-27.8585,-27.9398,-27.9572,-30.5358,2.57865,0,0,MINE_TEST,1.25
1.33863,-38.6045,-28.0045,-28.0838,-28.0946,-30.5358,2.44121,0,0,MINE_TEST,1.25
1.36526,-38.7911,-28.1911,-28.2658,-28.2692,-30.1247,1.85554,0,0,MINE_TEST,1.25
1.39163,-39.0304,-28.4304,-28.4824,-28.4869,-30.1247,1.63785,0,0,MINE_TEST,1.25
1.41852,-39.2761,-28.6761,-28.731,-28.7521,-29.6987,0.946645,0,0,MINE_TEST,1.25
1.44491,-39.5549,-28.9549,-29.011,-29.0659,-29.6987,0.632792,0,0,MINE_TEST,1.25
1.47141,-39.8475,-29.2475,-29.3251,-29.4255,-29.4255,0,0,0,MINE_TEST,1.25
1.49821,-40.1812,-29.5812,-29.6788,-29.8238,-29.6987,0.125029,0,0,MINE_TEST,1.25
1.52511,-40.5697,-29.9697,-30.0777,-30.2494,-29.6987,0.550712,0,0,MINE_TEST,1.25
1.55176,-41.0067,-30.4067,-30.5236,-30.688,-29.8238,0.864261,0,0,MINE_TEST,1.25
1.57865,-41.5267,-30.9267,-31.0093,-31.1224,-29.8238,1.29864,0,0,MINE_TEST,1.25
1.6056,-42.1164,-31.5164,-31.5151,-31.5342,-30.1247,1.40951,0,0,MINE_TEST,1.25
1.63199,-42.7141,-32.1141,-32.0094,-31.9057,-30.1247,1.78098,0,0,MINE_TEST,1.25
1.65846,-43.2612,-32.6612,-32.4532,-32.2215,-30.2494,1.97204,0,0,MINE_TEST,1.25
1.68512,-43.6755,-33.0755,-32.8095,-32.4704,-30.2494,2.22098,0,0,MINE_TEST,1.25
1.71192,-43.9496,-33.3496,-33.0516,-32.647,-30.5358,2.11115,0,0,MINE_TEST,1.25
1.73877,-44.0558,-33.4558,-33.1692,-32.7527,-30.5358,2.21681,0,0,MINE_TEST,1.25
1.76552,-43.9576,-33.3576,-33.1696,-32.7973,-30.5537,2.24369,0,0,MINE_TEST,1.25
1.79251,-43.7882,-33.1882,-33.0756,-32.8008,-30.5537,2.24714,0,0,MINE_TEST,1.25
1.81929,-43.645,-33.045,-32.9227,-32.7921,-30.688,2.10412,0,0,MINE_TEST,1.25
1.84597,-43.2592,-32.6592,-32.7581,-32.8073,-30.688,2.11927,0,0,MINE_TEST,1.25
1.87264,-42.9802,-32.3802,-32.6372,-32.8837,-30.8907,1.99301,0,0,MINE_TEST,1.25
