Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.47341,-10.4346,-12.2346,-12.0913,-11.7179,0,11.7179,0,0,MINE_TEST,1.25
0.499096,-10.025,-11.825,-11.4826,-11.0706,0,11.0706,0,0,MINE_TEST,1.25
0.524779,-9.16381,-10.9638,-10.7514,-10.3347,0,10.3347,0,0,MINE_TEST,1.25
0.55099,-8.41571,-10.2157,-9.8928,-9.51299,0,9.51299,0,0,MINE_TEST,1.25
0.579162,-7.33067,-9.13067,-8.91271,-8.62013,0,8.62013,0,0,MINE_TEST,1.25
0.605158,-6.21725,-8.01725,-7.83403,-7.67873,0,7.67873,0,0,MINE_TEST,1.25
0.630996,-4.95127,-6.75127,-6.70131,-6.71568,0,6.71568,0,0,MINE_TEST,1.25
0.65673,-3.57068,-5.37068,-5.57868,-5.75952,0,5.75952,0,0,MINE_TEST,1.25
0.682495,-2.33459,-4.13459,-4.53606,-4.83859,0,4.83859,0,0,MINE_TEST,1.25
0.708284,-1.37998,-3.17998,-3.62739,-3.97942,0,3.97942,0,0,MINE_TEST,1.25
0.73423,-0.802687,-2.60269,-2.8747,-3.20512,0,3.20512,0,0,MINE_TEST,1.25
0.759672,-0.218983,-2.01898,-2.27003,-2.53416,0,2.53416,0,0,MINE_TEST,1.25
0.785657,0.107394,-1.69261,-1.79279,-1.97975,0,1.97975,0,0,MINE_TEST,1.25
0.811145,0.626556,-1.17344,-1.4266,-1.549,0,1.549,0,0,MINE_TEST,1.25
0.83704,0.900986,-0.899014,-1.16375,-1.24172,0,1.24172,0,0,MINE_TEST,1.25
0.863116,0.934839,-0.865161,-0.999124,-1.04954,0,1.04954,0,0,MINE_TEST,1.25
0.888724,1.01209,-0.787913,-0.924447,-0.956438,0,0.956438,0,0,MINE_TEST,1.25
0.914621,1.0744,-0.725598,-0.927331,-0.94124,0,0.94124,0,0,MINE_TEST,1.25
0.940406,0.877833,-0.922167,-0.992582,-0.981787,0,0.981787,0,0,MINE_TEST,1.25
0.966403,0.674531,-1.12547,-1.10451,-1.05936,0,1.05936,0,0,MINE_TEST,1.25
0.992251,0.640211,-1.15979,-1.24948,-1.1616,0,1.1616,0,0,MINE_TEST,1.25
1.01793,0.478412,-1.32159,-1.41496,-1.28273,0,1.28273,0,0,MINE_TEST,1.25
1.04355,0.155656,-1.64434,-1.58473,-1.42144,0,1.42144,0,0,MINE_TEST,1.25
1.06952,-0.0939688,-1.89397,-1.73913,-1.57802,0,1.57802,0,0,MINE_TEST,1.25
1.09541,-0.159936,-1.95994,-1.86419,-1.75201,0,1.75201,0,0,MINE_TEST,1.25
1.12104,-0.184167,-1.98417,-1.96181,-1.94113,0,1.94113,0,0,MINE_TEST,1.25
1.14678,-0.225873,-2.02587,-2.05158,-2.14085,0,2.14085,0,0,MINE_TEST,1.25
1.17266,-0.237582,-2.03758,-2.16384,-2.34446,0,2.34446,0,0,MINE_TEST,1.25
1.19816,-0.315794,-2.11579,-2.32757,-2.54358,0,2.54358,0,0,MINE_TEST,1.25
1.22416,-0.538288,-2.33829,-2.55658,-2.72947,-2.14085,0.588618,0,0,MINE_TEST,1.25
1.25003,-0.972866,-2.77287,-2.83913,-2.89527,-2.34446,0.550808,0,0,MINE_TEST,1.25
1.27542,-1.44389,-3.24389,-3.13839,-3.03855,-2.34446,0.694084,0,0,MINE_TEST,1.25
1.30117,-1.82203,-3.62203,-3.40592,-3.16241,-2.53416,0.628255,0,0,MINE_TEST,1.25
1.32703,-2.06845,-3.86845,-3.60093,-3.27416,-2.53416,0.740003,0,0,MINE_TEST,1.25
1.35266,-2.10103,-3.90103,-3.70399,-3.3822,-2.54358,0.838621,0,0,MINE_TEST,1.25
1.37849,-2.06396,-3.86396,-3.72011,-3.49338,-2.54358,0.949799,0,0,MINE_TEST,1.25
1.40421,-1.94307,-3.74307,-3.6747,-3.61189,-2.72947,0.882424,0,0,MINE_TEST,1.25
1.4299,-1.79454,-3.59454,-3.60909,-3.73971,-2.72947,1.01024,0,0,MINE_TEST,1.25
1.45564,-1.59768,-3.39768,-3.57544,-3.87761,-2.89527,0.982336,0,0,MINE_TEST,1.25
1.48159,-1.42558,-3.22558,-3.62515,-4.02616,-2.89527,1.13089,0,0,MINE_TEST,1.25
1.50742,-1.62229,-3.42229,-3.78938,-4.18614,-3.03855,1.14759,0,0,MINE_TEST,1.25
1.53294,-2.12929,-3.92929,-4.06312,-4.35795,-3.03855,1.31941,0,0,MINE_TEST,1.25
1.55854,-2.62753,-4.42753,-4.40684,-4.54002,-3.16241,1.37761,0,0,MINE_TEST,1.25
1.58498,-3.06996,-4.86996,-4.76473,-4.72691,-3.16241,1.56449,0,0,MINE_TEST,1.25
1.61322,-3.49722,-5.29722,-5.08531,-4.90838,-3.20512,1.70326,0,0,MINE_TEST,1.25
1.6394,-3.72178,-5.52178,-5.3322,-5.07018,-3.20512,1.86507,0,0,MINE_TEST,1.25
1.6648,-3.89586,-5.69586,-5.48528,-5.19626,-3.27416,1.9221,0,0,MINE_TEST,1.25
1.69082,-3.98803,-5.78803,-5.53833,-5.27156,-3.27416,1.9974,0,0,MINE_TEST,1.25
1.71628,-3.87243,-5.67243,-5.49747,-5.28481,-3.3822,1.90261,0,0,MINE_TEST,1.25
1.74181,-3.66302,-5.46302,-5.37839,-5.23093,-3.3822,1.84872,0,0,MINE_TEST,1.25
1.76759,-3.41652,-5.21652,-5.19984,-5.11273,-3.49338,1.61935,0,0,MINE_TEST,1.25
1.79327,-3.31164,-5.11164,-4.97689,-4.94104,-3.49338,1.44765,0,0,MINE_TEST,1.25
1.81911,-2.95449,-4.75449,-4.72071,-4.73276,-3.61189,1.12087,0,0,MINE_TEST,1.25
1.84491,-2.70385,-4.50385,-4.44454,-4.5074,-3.61189,0.895511,0,0,MINE_TEST,1.25
1.87106,-2.29391,-4.09391,-4.16825,-4.28324,-3.73971,0.543529,0,0,MINE_TEST,1.25
1.89651,-1.97588,-3.77588,-3.91544,-4.07421,-3.73971,0.334502,0,0,MINE_TEST,1.25
1.92203,-1.75523,-3.55523,-3.7053,-3.8884,-3.87761,0.0107961,0,0,MINE_TEST,1.25
1.94777,-1.68722,-3.48722,-3.54679,-3.72829,-3.73971,0.0114179,0,0,MINE_TEST,1.25
1.9738,-1.5337,-3.3337,-3.43969,-3.59236,-3.73971,0.147348,0,0,MINE_TEST,1.25
2.0001,-1.47553,-3.27553,-3.37886,-3.47702,-3.72829,0.251272,0,0,MINE_TEST,1.25
2.02627,-1.52336,-3.32336,-3.35575,-3.37797,-3.72829,0.350314,0,0,MINE_TEST,1.25
2.05186,-1.47256,-3.27256,-3.35584,-3.29106,-3.61189,0.320829,0,0,MINE_TEST,1.25
2.07755,-1.63327,-3.43327,-3.35653,-3.21273,-3.61189,0.399159,0,0,MINE_TEST,1.25
2.1034,-1.69423,-3.49423,-3.33109,-3.14039,-3.59236,0.45197,0,0,MINE_TEST,1.25
2.12917,-1.62055,-3.42055,-3.26007,-3.07258,-3.59236,0.519776,0,0,MINE_TEST,1.25
2.15489,-1.48259,-3.28259,-3.14334,-3.00912,-3.49338,0.484268,0,0,MINE_TEST,1.25
2.1806,-1.11249,-2.91249,-3.00191,-2.95096,-3.49338,0.542425,0,0,MINE_TEST,1.25
2.20645,-0.874793,-2.67479,-2.86582,-2.90004,-3.47702,0.576982,0,0,MINE_TEST,1.25
2.2322,-0.950671,-2.75067,-2.75893,-2.8592,-3.47702,0.617822,0,0,MINE_TEST,1.25
2.25802,-0.845129,-2.64513,-2.69427,-2.83252,-3.3822,0.54968,0,0,MINE_TEST,1.25
2.28402,-0.712096,-2.5121,-2.67919,-2.82543,-3.3822,0.556774,0,0,MINE_TEST,1.25
2.30976,-0.74081,-2.54081,-2.71818,-2.84381,-3.37797,0.534166,0,0,MINE_TEST,1.25
2.33553,-0.944234,-2.74423,-2.80844,-2.89236,-3.37797,0.485611,0,0,MINE_TEST,1.25
