Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
0.252856,1.66105,0.0410467,0.0428153,0.0392614,NO,1.25
0.266702,1.6582,0.0381992,0.041575,0.0407547,NO,1.25
0.280285,1.66172,0.0417188,0.040482,0.0412856,NO,1.25
0.294315,1.66145,0.0414546,0.0394412,0.0409447,NO,1.25
0.308182,1.65918,0.039177,0.0382692,0.0400316,NO,1.25
0.32168,1.65621,0.03621,0.0370141,0.0390454,NO,1.25
0.335688,1.65348,0.0334773,0.0359182,0.0385182,NO,1.25
0.349249,1.65459,0.0345892,0.0352296,0.0387481,NO,1.25
0.362927,1.65591,0.0359122,0.0351171,0.0396148,NO,1.25
0.376474,1.65119,0.0311857,0.0357207,0.040628,NO,1.25
0.390244,1.65595,0.0359507,0.0371369,0.041179,NO,1.25
0.404054,1.65746,0.0374558,0.0393099,0.0408184,NO,1.25
0.417795,1.66239,0.0423884,0.0419084,0.0393915,NO,1.25
0.431447,1.66481,0.0448139,0.0442253,0.0369907,NO,1.25
0.445271,1.66946,0.0494604,0.0450797,0.0338185,NO,1.25
0.459084,1.6723,0.0522982,0.0429457,0.0300949,NO,1.25
0.472699,1.67734,0.0573411,0.0366555,0.026055,NO,1.25
0.486372,1.65464,0.0346448,0.0264816,0.0219727,NO,1.25
0.500164,1.62748,0.00747567,0.0146554,0.0181411,NO,1.25
0.513765,1.60645,-0.0135474,0.00451669,0.0148255,NO,1.25
0.528032,1.60192,-0.0180814,-0.00128246,0.0122424,NO,1.25
0.541525,1.60994,-0.0100558,-0.00208413,0.010566,NO,1.25
0.554843,1.61923,-0.00077348,0.000916889,0.00994254,NO,1.25
0.571704,1.6341,0.0141001,0.00596012,0.0105091,NO,1.25
0.585519,1.62859,0.00859081,0.0119093,0.0123884,NO,1.25
0.599312,1.62632,0.00632088,0.0183378,0.0156075,NO,1.25
0.613015,1.65234,0.032338,0.0248192,0.0199676,NO,1.25
0.627307,1.66001,0.0400067,0.0305768,0.0249926,NO,1.25
0.641683,1.65629,0.0362938,0.0349269,0.0300365,NO,1.25
0.65612,1.65661,0.0366104,0.0377259,0.03449,NO,1.25
0.669683,1.66216,0.0421592,0.0393047,0.0379485,NO,1.25
0.683692,1.67008,0.050079,0.0402094,0.0402544,NO,1.25
0.698123,1.64493,0.024929,0.0409648,0.0414222,NO,1.25
0.715528,1.66166,0.0416573,0.0416564,0.0415315,NO,1.25
0.729675,1.674,0.0540037,0.0417318,0.0406776,NO,1.25
0.74316,1.67126,0.051263,0.0405803,0.038999,NO,1.25
0.756563,1.64591,0.0259083,0.0382384,0.0367028,NO,1.25
0.76987,1.65536,0.0353645,0.0352357,0.0340133,NO,1.25
0.783494,1.65894,0.0389392,0.0318961,0.0310785,NO,1.25
0.796883,1.64759,0.0275864,0.0281749,0.0279374,NO,1.25
0.810504,1.64476,0.0247636,0.0240773,0.0245827,NO,1.25
0.824808,1.63804,0.0180359,0.0199191,0.0210528,NO,1.25
0.838118,1.63585,0.0158465,0.0162127,0.0174939,NO,1.25
0.852468,1.62828,0.00828092,0.0133828,0.0141698,NO,1.25
0.86573,1.62877,0.00876764,0.0115208,0.01141,NO,1.25
0.879323,1.63033,0.0103306,0.0102693,0.00950418,NO,1.25
0.892996,1.63336,0.0133631,0.00906831,0.00861374,NO,1.25
0.906738,1.63136,0.0113579,0.00769233,0.00875948,NO,1.25
0.920749,1.62179,0.00179384,0.00663746,0.00986807,NO,1.25
0.934462,1.61845,-0.00155465,0.00689864,0.011826,NO,1.25
0.9494,1.62137,0.0013703,0.00926196,0.0145234,NO,1.25
0.963002,1.63534,0.015337,0.0137982,0.017873,NO,1.25
0.976716,1.63574,0.0157393,0.0198806,0.0217616,NO,1.25
0.990683,1.64537,0.0253685,0.0264814,0.0259473,NO,1.25
1.00445,1.6608,0.0407978,0.0324485,0.0300078,NO,1.25
1.01796,1.66202,0.0420173,0.0368652,0.0334314,NO,1.25
1.03186,1.6656,0.0455952,0.0394591,0.035799,NO,1.25
1.04526,1.65782,0.0378202,0.0407101,0.0369122,NO,1.25
1.05916,1.66024,0.040241,0.0413917,0.0367956,NO,1.25
1.07407,1.65871,0.0387082,0.041776,0.0356415,NO,1.25
1.0877,1.66597,0.0459687,0.0411156,0.0337708,NO,1.25
1.10185,1.66764,0.0476421,0.0379616,0.0315994,NO,1.25
1.11589,1.67383,0.0538329,0.0314725,0.0295584,NO,1.25
1.13029,1.64458,0.024582,0.0228245,0.0279588,NO,1.25
1.14376,1.60784,-0.0121629,0.0151732,0.0268822,NO,1.25
1.15755,1.61057,-0.00943045,0.0116974,0.026195,NO,1.25
1.17105,1.62745,0.0074542,0.013416,0.0256853,NO,1.25
1.18501,1.64455,0.0245469,0.0188706,0.0252144,NO,1.25
1.19909,1.64777,0.0277654,0.0256377,0.0247788,NO,1.25
1.2124,1.65373,0.0337341,0.0317454,0.0244745,NO,1.25
1.2268,1.6603,0.0402983,0.0358728,0.0244054,NO,1.25
1.24309,1.66532,0.0453165,0.0369497,0.0245739,NO,1.25
1.25733,1.66789,0.0478925,0.0343182,0.0247995,NO,1.25
1.27118,1.66868,0.0486761,0.0285889,0.0247423,NO,1.25
1.2857,1.61353,-0.00647189,0.02194,0.0240707,NO,1.25
1.29932,1.6257,0.00570264,0.0168983,0.0226886,NO,1.25
1.31305,1.63549,0.015494,0.0146213,0.0208388,NO,1.25
1.3269,1.63433,0.0143334,0.014499,0.0189978,NO,1.25
1.34055,1.63764,0.0176415,0.0152477,0.0176719,NO,1.25
1.35457,1.63753,0.0175334,0.0160755,0.0172582,NO,1.25
1.36832,1.63391,0.013913,0.0169746,0.0180122,NO,1.25
1.3827,1.63608,0.0160841,0.0183835,0.020049,NO,1.25
1.39696,1.63976,0.0197584,0.0207834,0.0233132,NO,1.25
1.41177,1.63861,0.0186095,0.0244229,0.0275228,NO,1.25
1.42634,1.64594,0.02594,0.0291738,0.0321678,NO,1.25
1.44044,1.65742,0.0374233,0.0344873,0.03662,NO,1.25
1.45379,1.66464,0.044637,0.0396303,0.0403043,NO,1.25
1.46762,1.66241,0.0424089,0.0440243,0.0428122,NO,1.25
1.48129,1.67062,0.050618,0.0473577,0.0439073,NO,1.25
1.4951,1.67448,0.0544776,0.0494308,0.0434784,NO,1.25
1.50901,1.67011,0.0501131,0.0499104,0.0415168,NO,1.25
1.52283,1.673,0.0529951,0.0481128,0.0381236,NO,1.25
1.53719,1.674,0.053996,0.0431017,0.0335044,NO,1.25
1.55087,1.67105,0.0510537,0.034373,0.0279365,NO,1.25
1.56469,1.64822,0.0282202,0.0227876,0.0217461,NO,1.25
1.57823,1.61528,-0.00472045,0.010663,0.0153119,NO,1.25
1.59251,1.60226,-0.017737,0.000554722,0.00905756,NO,1.25
1.60673,1.6177,-0.00229894,-0.00613219,0.00341292,NO,1.25
1.62059,1.60246,-0.0175424,-0.00940334,-0.00122719,NO,1.25
1.63395,1.60537,-0.0146327,-0.00996589,-0.00451488,NO,1.25
1.64739,1.6078,-0.0122016,-0.00865322,-0.0061447,NO,1.25
1.66229,1.61292,-0.007079,-0.00627632,-0.00587512,NO,1.25
1.67583,1.62756,0.00756066,-0.0033815,-0.00360708,NO,1.25
1.69008,1.60996,-0.0100438,6.4835e-05,0.000493591,NO,1.25
1.70363,1.61562,-0.00437656,0.00448102,0.00591831,NO,1.25
1.71817,1.63295,0.0129513,0.0100283,0.0118994,NO,1.25
1.73181,1.63868,0.0186833,0.0163468,0.0176649,NO,1.25
1.74669,1.64175,0.0217514,0.0229052,0.0227053,NO,1.25
1.7606,1.64904,0.0290432,0.0293545,0.026874,NO,1.25
1.77441,1.65522,0.0352225,0.0353844,0.0303039,NO,1.25
1.78877,1.6644,0.044395,0.040366,0.0332409,NO,1.25
1.8028,1.67184,0.0518395,0.0433165,0.0358709,NO,1.25
1.81712,1.66901,0.0490076,0.0433113,0.0381801,NO,1.25
1.83248,1.67461,0.0546117,0.0402597,0.0399128,NO,1.25
1.84702,1.66032,0.0403223,0.0355213,0.0406745,NO,1.25
1.86028,1.62406,0.00405808,0.031569,0.0401339,NO,1.25
1.87468,1.64225,0.0222537,0.0305004,0.038201,NO,1.25
1.88841,1.65029,0.0302909,0.0325401,0.0350911,NO,1.25
1.90253,1.65992,0.0399212,0.0359002,0.0312716,NO,1.25
1.91609,1.66708,0.0470815,0.0378946,0.027341,NO,1.25
1.92994,1.6718,0.0517951,0.0363134,0.0238804,NO,1.25
1.94356,1.66271,0.0427099,0.0304093,0.0213161,NO,1.25
1.9568,1.642,0.022,0.0213648,0.0198398,NO,1.25
1.9716,1.62935,0.00934876,0.0120225,0.0194211,NO,1.25
1.9852,1.59965,-0.0203532,0.0057672,0.0199051,NO,1.25
1.99921,1.60852,-0.0114814,0.00494492,0.0211332,NO,1.25
2.01329,1.62154,0.00153697,0.00973639,0.022994,NO,1.25
2.02705,1.63974,0.0197387,0.0182904,0.0253785,NO,1.25
2.04015,1.65179,0.0317901,0.0278849,0.028126,NO,1.25
2.05345,1.66718,0.0471806,0.0362271,0.0310452,NO,1.25
2.06798,1.66673,0.046732,0.0421757,0.0339448,NO,1.25
2.08134,1.67064,0.0506437,0.0457658,0.0365701,NO,1.25
2.09433,1.66581,0.0458089,0.0475943,0.0385,NO,1.25
2.10763,1.66552,0.0455217,0.0478818,0.0391857,NO,1.25
2.12278,1.67597,0.0559718,0.0459283,0.0381862,NO,1.25
2.13641,1.67504,0.0550446,0.0406854,0.0354307,NO,1.25
2.14965,1.67337,0.0533692,0.0322728,0.0312902,NO,1.25
2.16333,1.62297,0.00296812,0.0228318,0.0264133,NO,1.25
2.1772,1.60958,-0.0104214,0.0152763,0.0214711,NO,1.25
2.19133,1.62567,0.00566915,0.0108975,0.0169795,NO,1.25
2.20504,1.64387,0.0238665,0.00857286,0.0132533,NO,1.25
2.21999,1.63693,0.0169288,0.0065454,0.0104555,NO,1.25
2.23327,1.61714,-0.00285762,0.00459876,0.0086786,NO,1.25
2.24747,1.60456,-0.0154427,0.00408988,0.00800258,NO,1.25
2.26154,1.61934,-0.000659189,0.00613293,0.00848249,NO,1.25
2.27545,1.63694,0.0169443,0.0102884,0.010071,NO,1.25
2.28896,1.63751,0.0175146,0.0150198,0.0125607,NO,1.25
2.30322,1.64465,0.024648,0.019025,0.0156553,NO,1.25
2.31659,1.64194,0.0219391,0.0219514,0.0191379,NO,1.25
2.33041,1.64267,0.0226719,0.0241661,0.0229431,NO,1.25
2.34441,1.64588,0.0258766,0.0261954,0.0269939,NO,1.25
2.35783,1.64967,0.0296735,0.0284032,0.0309713,NO,1.25
2.37184,1.64679,0.0267898,0.0309598,0.0343262,NO,1.25
2.38564,1.65443,0.0344274,0.0338852,0.0365884,NO,1.25
2.39943,1.65718,0.0371837,0.0370585,0.0376509,NO,1.25
2.41266,1.66161,0.0416077,0.0402194,0.0377174,NO,1.25
2.42658,1.66146,0.0414589,0.0428562,0.0370075,NO,1.25
2.44045,1.66755,0.0475464,0.0439521,0.0355714,NO,1.25
2.45389,1.67475,0.0547517,0.0420883,0.0333789,NO,1.25
2.4688,1.67434,0.0543359,0.0363746,0.0305022,NO,1.25
2.4826,1.6577,0.0376979,0.0277816,0.0271636,NO,1.25
2.49697,1.61761,-0.0023909,0.0192589,0.0236471,NO,1.25
2.51243,1.60263,-0.0173702,0.0137538,0.0202145,NO,1.25
2.52608,1.63381,0.0138127,0.011741,0.0171096,NO,1.25
2.54121,1.64982,0.0298225,0.0111174,0.014604,NO,1.25
2.55453,1.65072,0.0307233,0.00985961,0.0130072,NO,1.25
2.56822,1.60614,-0.0138555,0.00834881,0.0125967,NO,1.25
2.58132,1.60313,-0.0168666,0.00860729,0.0134833,NO,1.25
2.59472,1.63553,0.0155266,0.0116703,0.0154658,NO,1.25
2.6079,1.64609,0.0260925,0.0164749,0.0179881,NO,1.25
2.62133,1.64636,0.026358,0.021217,0.020301,NO,1.25
2.63467,1.64284,0.0228425,0.0250264,0.0218055,NO,1.25
2.64929,1.64685,0.0268532,0.0280927,0.0223702,NO,1.25
2.66254,1.64907,0.0290749,0.0306185,0.0223694,NO,1.25
2.67608,1.65657,0.0365668,0.032021,0.0223823,NO,1.25
2.68956,1.66253,0.0425286,0.031055,0.0227821,NO,1.25
2.70311,1.65795,0.0379511,0.0268074,0.023532,NO,1.25
2.71828,1.64923,0.0292325,0.0198521,0.0243003,NO,1.25
2.73183,1.62342,0.00341649,0.0127035,0.0247177,NO,1.25
2.74628,1.6057,-0.0142953,0.00883341,0.0245481,NO,1.25
2.75934,1.60228,-0.0177172,0.0105767,0.0237229,NO,1.25
2.77323,1.64287,0.0228707,0.0174615,0.0223347,NO,1.25
2.78691,1.65017,0.0301719,0.0263604,0.020628,NO,1.25
2.80055,1.67157,0.0515748,0.0332536,0.0189528,NO,1.25
2.81368,1.66826,0.0482642,0.0351329,0.0176587,NO,1.25
2.82747,1.67164,0.0516354,0.0311279,0.0169671,NO,1.25
2.84145,1.64584,0.025844,0.0227454,0.0168822,NO,1.25
2.85531,1.61825,-0.00175404,0.0132168,0.0172072,NO,1.25
2.8696,1.61734,-0.00266337,0.00608349,0.0176842,NO,1.25
2.88342,1.60138,-0.0186248,0.00363101,0.0181897,NO,1.25
2.89772,1.61933,-0.000672938,0.00605816,0.0188402,NO,1.25
2.91135,1.63646,0.0164649,0.01178,0.0199057,NO,1.25
2.92482,1.6412,0.0212011,0.018599,0.0215924,NO,1.25
2.93835,1.64899,0.0289884,0.0248582,0.0238687,NO,1.25
2.95233,1.65255,0.0325512,0.0299069,0.0264384,NO,1.25
2.96661,1.65543,0.0354261,0.0338763,0.0288221,NO,1.25
2.98016,1.65613,0.0361278,0.0371357,0.0304849,NO,1.25
2.99446,1.65731,0.037306,0.0396737,0.0309867,NO,1.25
3.00843,1.66738,0.0473789,0.0406505,0.0301283,NO,1.25
3.02246,1.66878,0.0487803,0.0386382,0.0280324,NO,1.25
3.03578,1.67542,0.0554185,0.0326923,0.0251214,NO,1.25
3.04985,1.64505,0.025049,0.0235539,0.0219945,NO,1.25
3.06385,1.61751,-0.00249232,0.0137259,0.0192502,NO,1.25
3.07761,1.61248,-0.00751501,0.00612351,0.0173316,NO,1.25
3.09196,1.61878,-0.00121863,0.00256376,0.0164598,NO,1.25
3.10555,1.61193,-0.00806973,0.00332677,0.0166626,NO,1.25
3.1196,1.62114,0.00114177,0.00764752,0.0178568,NO,1.25
3.13348,1.63675,0.0167496,0.0143395,0.0199256,NO,1.25
3.14851,1.64201,0.022012,0.0222001,0.0227284,NO,1.25
3.16104,1.64935,0.0293455,0.0301801,0.0260197,NO,1.25
3.17421,1.65946,0.0394635,0.0372723,0.0293482,NO,1.25
3.18687,1.67215,0.0521547,0.0424012,0.0320885,NO,1.25
3.19942,1.67466,0.0546578,0.0446567,0.0336792,NO,1.25
3.21221,1.66899,0.0489896,0.0437318,0.0339126,NO,1.25
3.2251,1.66396,0.0439607,0.0400972,0.0330091,NO,1.25
3.23822,1.65491,0.0349084,0.0347341,0.0314232,NO,1.25
3.25116,1.64618,0.0261781,0.0286387,0.0295753,NO,1.25
3.26372,1.64332,0.0233181,0.0224889,0.0277032,NO,1.25
3.27644,1.63376,0.0137586,0.016773,0.0258618,NO,1.25
3.28893,1.6357,0.0156964,0.0123164,0.0240273,NO,1.25
3.30151,1.62288,0.00287535,0.0106262,0.0222558,NO,1.25
3.31416,1.60172,-0.0182829,0.0131436,0.0207858,NO,1.25
3.3266,1.62752,0.00751688,0.0195848,0.0199681,NO,1.25
3.33945,1.67447,0.0544682,0.0272081,0.0200447,NO,1.25
3.35225,1.66863,0.0486274,0.0323366,0.0209556,NO,1.25
3.36509,1.66245,0.0424457,0.0328069,0.0223261,NO,1.25
3.37754,1.65104,0.0310435,0.0290696,0.023647,NO,1.25
3.3903,1.64292,0.022923,0.0234892,0.0245287,NO,1.25
3.40274,1.63395,0.0139491,0.0190542,0.0248526,NO,1.25
3.4154,1.61417,-0.00582699,0.0180389,0.024722,NO,1.25
3.42842,1.62097,0.000966502,0.020662,0.0242988,NO,1.25
3.4411,1.672,0.0519959,0.0246501,0.0237049,NO,1.25
3.45377,1.66223,0.0422302,0.02674,0.0230323,NO,1.25
3.46648,1.65167,0.031672,0.0252081,0.0223609,NO,1.25
3.47941,1.64303,0.0230259,0.0211978,0.0217391,NO,1.25
3.49205,1.62765,0.0076508,0.0178069,0.0211838,NO,1.25
3.50484,1.60612,-0.0138814,0.0177229,0.0207188,NO,1.25
3.51735,1.63615,0.0161518,0.0210767,0.0203908,NO,1.25
3.52997,1.6715,0.051503,0.0252224,0.0202509,NO,1.25
3.54272,1.66002,0.0400187,0.0268321,0.0203665,NO,1.25
3.55539,1.65228,0.0322806,0.0244687,0.020861,NO,1.25
