Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.47598,-9.93982,-11.7398,-11.803,-11.8793,0,11.8793,0,0,MINE_TEST,1.25
0.501942,-10.0453,-11.8453,-11.8642,-11.9105,0,11.9105,0,0,MINE_TEST,1.25
0.527857,-10.1791,-11.9791,-11.9338,-11.9405,0,11.9405,0,0,MINE_TEST,1.25
0.553879,-10.2417,-12.0417,-11.9996,-11.9696,0,11.9696,0,0,MINE_TEST,1.25
0.580867,-10.2676,-12.0676,-12.0542,-11.9981,0,11.9981,0,0,MINE_TEST,1.25
0.609603,-10.3132,-12.1132,-12.0937,-12.0248,0,12.0248,0,0,MINE_TEST,1.25
0.635922,-10.3657,-12.1657,-12.1152,-12.0474,0,12.0474,0,0,MINE_TEST,1.25
0.661861,-10.3906,-12.1906,-12.1167,-12.0642,0,12.0642,0,0,MINE_TEST,1.25
0.687865,-10.3449,-12.1449,-12.1005,-12.0743,0,12.0743,0,0,MINE_TEST,1.25
0.71374,-10.2533,-12.0533,-12.0753,-12.0781,0,12.0781,0,0,MINE_TEST,1.25
0.739756,-10.1736,-11.9736,-12.0526,-12.0768,0,12.0768,0,0,MINE_TEST,1.25
0.766003,-10.1937,-11.9937,-12.0392,-12.0724,0,12.0724,0,0,MINE_TEST,1.25
0.791814,-10.2759,-12.0759,-12.034,-12.0674,0,12.0674,0,0,MINE_TEST,1.25
0.817938,-10.2877,-12.0877,-12.0338,-12.0647,0,12.0647,0,0,MINE_TEST,1.25
0.844043,-10.1804,-11.9804,-12.0401,-12.0667,0,12.0667,0,0,MINE_TEST,1.25
0.870118,-10.1407,-11.9407,-12.0581,-12.0753,0,12.0753,0,0,MINE_TEST,1.25
0.896139,-10.2775,-12.0775,-12.0885,-12.0913,0,12.0913,0,0,MINE_TEST,1.25
0.922283,-10.4045,-12.2045,-12.124,-12.115,0,12.115,0,0,MINE_TEST,1.25
0.948325,-10.4066,-12.2066,-12.1557,-12.1454,0,12.1454,0,0,MINE_TEST,1.25
0.974131,-10.365,-12.165,-12.1824,-12.1807,0,12.1807,0,0,MINE_TEST,1.25
0.999941,-10.3441,-12.1441,-12.2106,-12.2193,0,12.2193,0,0,MINE_TEST,1.25
1.02591,-10.4096,-12.2096,-12.2468,-12.2602,0,12.2602,0,0,MINE_TEST,1.25
1.05218,-10.5042,-12.3042,-12.2913,-12.3025,0,12.3025,0,0,MINE_TEST,1.25
1.07845,-10.566,-12.366,-12.3392,-12.345,0,12.345,0,0,MINE_TEST,1.25
1.1043,-10.5943,-12.3943,-12.3852,-12.3858,0,12.3858,0,0,MINE_TEST,1.25
1.1302,-10.6152,-12.4152,-12.4269,-12.4236,0,12.4236,0,0,MINE_TEST,1.25
1.15599,-10.6832,-12.4832,-12.4636,-12.4581,0,12.4581,0,0,MINE_TEST,1.25
1.18201,-10.7275,-12.5275,-12.4952,-12.4894,0,12.4894,0,0,MINE_TEST,1.25
1.20823,-10.7178,-12.5178,-12.5219,-12.5175,0,12.5175,0,0,MINE_TEST,1.25
