Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
0.458481,-43.2542,-44.8742,-44.8717,-44.874,NO,1.25
0.482775,-43.2625,-44.8825,-44.8721,-44.8734,NO,1.25
0.507511,-43.2487,-44.8687,-44.8736,-44.8735,NO,1.25
0.532091,-43.2448,-44.8648,-44.8757,-44.8742,NO,1.25
0.556905,-43.2634,-44.8834,-44.878,-44.8752,NO,1.25
0.582206,-43.2714,-44.8914,-44.8799,-44.8763,NO,1.25
0.606916,-43.2554,-44.8754,-44.8808,-44.8775,NO,1.25
0.631596,-43.2636,-44.8836,-44.8806,-44.8784,NO,1.25
0.656753,-43.2638,-44.8838,-44.8799,-44.879,NO,1.25
0.681606,-43.2534,-44.8734,-44.8793,-44.8792,NO,1.25
0.706143,-43.2559,-44.8759,-44.879,-44.8788,NO,1.25
0.731209,-43.2584,-44.8784,-44.8789,-44.8781,NO,1.25
0.755996,-43.27,-44.89,-44.8785,-44.8773,NO,1.25
0.781223,-43.2522,-44.8722,-44.8773,-44.8765,NO,1.25
0.806069,-43.2608,-44.8808,-44.8755,-44.8758,NO,1.25
0.830827,-43.247,-44.867,-44.8738,-44.8754,NO,1.25
0.855395,-43.2516,-44.8716,-44.8727,-44.8751,NO,1.25
0.880412,-43.2507,-44.8707,-44.8725,-44.8752,NO,1.25
0.904984,-43.2503,-44.8703,-44.8733,-44.8754,NO,1.25
0.929987,-43.2571,-44.8771,-44.8747,-44.8758,NO,1.25
0.955038,-43.2529,-44.8729,-44.8765,-44.8763,NO,1.25
0.979755,-43.2607,-44.8807,-44.8781,-44.8769,NO,1.25
1.00462,-43.2611,-44.8811,-44.8792,-44.8775,NO,1.25
1.02932,-43.2673,-44.8873,-44.8796,-44.878,NO,1.25
1.05396,-43.2541,-44.8741,-44.8795,-44.8783,NO,1.25
1.07884,-43.2558,-44.8758,-44.8794,-44.8785,NO,1.25
1.10549,-43.2561,-44.8761,-44.8796,-44.8784,NO,1.25
1.13184,-43.2726,-44.8926,-44.8795,-44.8783,NO,1.25
1.15838,-43.2555,-44.8755,-44.8788,-44.8781,NO,1.25
1.1848,-43.2563,-44.8763,-44.8776,-44.8781,NO,1.25
1.21083,-43.2592,-44.8792,-44.8763,-44.8783,NO,1.25
1.2375,-43.2485,-44.8685,-44.8755,-44.8786,NO,1.25
1.26396,-43.2559,-44.8759,-44.8755,-44.8789,NO,1.25
1.29045,-43.2543,-44.8743,-44.8765,-44.8792,NO,1.25
1.31895,-43.2547,-44.8747,-44.8782,-44.8793,NO,1.25
1.34557,-43.2621,-44.8821,-44.8802,-44.8792,NO,1.25
1.37183,-43.2714,-44.8914,-44.8819,-44.8788,NO,1.25
1.39815,-43.2489,-44.8689,-44.8828,-44.8783,NO,1.25
1.42448,-43.2785,-44.8985,-44.8823,-44.8777,NO,1.25
1.45053,-43.2698,-44.8898,-44.8802,-44.877,NO,1.25
1.47717,-43.249,-44.869,-44.877,-44.8763,NO,1.25
1.504,-43.2469,-44.8669,-44.8737,-44.8755,NO,1.25
1.53032,-43.2562,-44.8762,-44.871,-44.8745,NO,1.25
1.55694,-43.2403,-44.8603,-44.8693,-44.8733,NO,1.25
1.58321,-43.2585,-44.8785,-44.8684,-44.872,NO,1.25
1.60968,-43.2354,-44.8554,-44.8686,-44.8708,NO,1.25
1.63618,-43.2481,-44.8681,-44.8695,-44.8697,NO,1.25
1.66262,-43.2531,-44.8731,-44.8708,-44.8689,NO,1.25
1.68918,-43.2601,-44.8801,-44.8713,-44.8682,NO,1.25
1.71559,-43.256,-44.876,-44.8705,-44.8677,NO,1.25
1.74224,-43.2463,-44.8663,-44.8687,-44.8674,NO,1.25
1.7691,-43.2416,-44.8616,-44.8669,-44.867,NO,1.25
1.7953,-43.2388,-44.8588,-44.8658,-44.8667,NO,1.25
1.82215,-43.2489,-44.8689,-44.8653,-44.8662,NO,1.25
1.84884,-43.2547,-44.8747,-44.8646,-44.8656,NO,1.25
1.87528,-43.2412,-44.8612,-44.8636,-44.8649,NO,1.25
1.90178,-43.2349,-44.8549,-44.8627,-44.8641,NO,1.25
1.92847,-43.2416,-44.8616,-44.8624,-44.8633,NO,1.25
1.95534,-43.2413,-44.8613,-44.8626,-44.8625,NO,1.25
1.98205,-43.2499,-44.8699,-44.8628,-44.8617,NO,1.25
2.00834,-43.244,-44.864,-44.8624,-44.861,NO,1.25
2.0348,-43.2399,-44.8599,-44.8613,-44.8601,NO,1.25
2.06131,-43.2385,-44.8585,-44.8597,-44.8591,NO,1.25
2.08812,-43.2423,-44.8623,-44.8578,-44.8576,NO,1.25
2.11484,-43.2339,-44.8539,-44.8557,-44.8553,NO,1.25
2.14154,-43.2336,-44.8536,-44.8536,-44.8522,NO,1.25
2.16788,-43.2306,-44.8506,-44.8517,-44.8482,NO,1.25
2.19466,-43.2276,-44.8476,-44.8501,-44.8437,NO,1.25
2.22082,-43.2316,-44.8516,-44.8485,-44.8388,NO,1.25
2.24739,-43.2215,-44.8415,-44.8464,-44.834,NO,1.25
2.27369,-43.2378,-44.8578,-44.8431,-44.8295,NO,1.25
2.30015,-43.2226,-44.8426,-44.8389,-44.8263,NO,1.25
2.33218,-43.2131,-44.8331,-44.8357,-44.8263,NO,1.25
2.35855,-43.1803,-44.8003,-44.8366,-44.8328,NO,1.25
2.38505,-43.2088,-44.8288,-44.8446,-44.8494,NO,1.25
2.41125,-43.2297,-44.8497,-44.8609,-44.8787,NO,1.25
2.43754,-43.2499,-44.8699,-44.886,-44.9213,NO,1.25
2.46391,-43.2796,-44.8996,-44.9204,-44.9762,NO,1.25
2.49048,-43.3258,-44.9458,-44.9672,-45.0406,NO,1.25
2.51688,-43.3753,-44.9953,-45.0318,-45.1113,NO,1.25
2.54361,-43.3994,-45.0194,-45.1198,-45.1844,NO,1.25
2.57036,-43.5222,-45.1422,-45.2303,-45.2551,NO,1.25
2.59701,-43.7586,-45.3786,-45.3502,-45.3182,NO,1.25
2.62345,-43.9782,-45.5982,-45.4562,-45.3696,NO,1.25
2.64974,-44.0613,-45.6813,-45.5265,-45.4068,NO,1.25
2.67624,-44.0361,-45.6561,-45.5521,-45.4293,NO,1.25
2.70263,-43.9136,-45.5336,-45.5389,-45.4384,NO,1.25
2.72913,-43.8705,-45.4905,-45.4989,-45.4361,NO,1.25
2.75567,-43.8847,-45.5047,-45.4412,-45.4244,NO,1.25
2.78224,-43.8063,-45.4263,-45.3712,-45.4042,NO,1.25
2.80856,-43.6681,-45.2881,-45.2975,-45.3763,NO,1.25
2.83499,-43.5117,-45.1317,-45.2343,-45.342,NO,1.25
2.86143,-43.4774,-45.0974,-45.1959,-45.3038,NO,1.25
2.88756,-43.4877,-45.1077,-45.1887,-45.2649,NO,1.25
2.9136,-43.5698,-45.1898,-45.2062,-45.2286,NO,1.25
2.94031,-43.6442,-45.2642,-45.2316,-45.1975,NO,1.25
2.96639,-43.7052,-45.3252,-45.2453,-45.1735,NO,1.25
2.99302,-43.7214,-45.3414,-45.2329,-45.1578,NO,1.25
3.01944,-43.6481,-45.2681,-45.1909,-45.15,NO,1.25
3.04574,-43.4882,-45.1082,-45.1284,-45.1469,NO,1.25
3.07203,-43.4034,-45.0234,-45.0619,-45.1423,NO,1.25
3.09857,-43.3133,-44.9333,-45.0073,-45.1271,NO,1.25
3.12472,-43.2943,-44.9143,-44.973,-45.092,NO,1.25
3.15107,-43.3053,-44.9253,-44.957,-45.0286,NO,1.25
3.17745,-43.3477,-44.9677,-44.9464,-44.9307,NO,1.25
3.20378,-43.3688,-44.9888,-44.9194,-44.7954,NO,1.25
3.23034,-43.382,-45.002,-44.8487,-44.6241,NO,1.25
3.25672,-43.3329,-44.9529,-44.7087,-44.4234,NO,1.25
3.28279,-43.1039,-44.7239,-44.4864,-44.204,NO,1.25
3.30919,-42.6854,-44.3054,-44.1888,-43.9783,NO,1.25
3.33545,-42.1677,-43.7877,-43.8418,-43.758,NO,1.25
3.36502,-41.8357,-43.4557,-43.4804,-43.5521,NO,1.25
3.39133,-41.4961,-43.1161,-43.1436,-43.3662,NO,1.25
3.41759,-40.9806,-42.6006,-42.8737,-43.2027,NO,1.25
3.4438,-40.6988,-42.3188,-42.7119,-43.0633,NO,1.25
3.47027,-40.7015,-42.3215,-42.6834,-42.9534,NO,1.25
3.4966,-40.9223,-42.5423,-42.7807,-42.8877,NO,1.25
3.52257,-41.3222,-42.9422,-42.961,-42.8933,NO,1.25
3.54883,-41.7135,-43.3335,-43.1621,-43.0026,NO,1.25
3.57499,-41.9768,-43.5968,-43.3294,-43.2335,NO,1.25
3.60122,-41.9782,-43.5982,-43.4398,-43.5656,NO,1.25
3.62761,-41.8392,-43.4592,-43.5107,-43.9307,NO,1.25
3.65373,-41.8893,-43.5093,-43.5958,-44.231,NO,1.25
3.68,-41.8843,-43.5043,-43.7697,-44.3757,NO,1.25
3.70629,-41.6762,-43.2962,-44.0993,-44.3178,NO,1.25
3.73285,-42.4333,-44.0533,-44.5853,-44.0734,NO,1.25
3.75909,-43.6163,-45.2363,-45.0933,-43.7149,NO,1.25
3.78541,-44.6844,-46.3044,-45.3317,-43.3371,NO,1.25
3.8121,-46.2858,-47.9058,-44.9534,-43.0075,NO,1.25
3.83837,-45.9976,-47.6176,-43.7892,-42.7345,NO,1.25
3.86477,-40.2337,-41.8537,-42.0591,-42.477,NO,1.25
3.89105,-35.5059,-37.1259,-40.3462,-42.185,NO,1.25
3.917,-34.3417,-35.9617,-39.3022,-41.8395,NO,1.25
3.94309,-35.3977,-37.0177,-39.3012,-41.4687,NO,1.25
3.96963,-36.8585,-38.4785,-40.2667,-41.1407,NO,1.25
3.99568,-39.2286,-40.8486,-41.701,-40.9414,NO,1.25
4.02211,-44.9304,-46.5504,-42.8912,-40.9537,NO,1.25
4.04861,-48.3614,-49.9814,-43.2919,-41.2429,NO,1.25
4.07467,-40.303,-41.923,-42.8963,-41.8455,NO,1.25
4.10116,-37.7328,-39.3528,-42.2547,-42.7547,NO,1.25
4.12778,-37.5094,-39.1294,-42.0752,-43.9079,NO,1.25
4.15443,-38.8872,-40.5072,-42.764,-45.1891,NO,1.25
4.1809,-41.5527,-43.1727,-44.262,-46.4567,NO,1.25
4.20726,-45.0845,-46.7045,-46.1943,-47.5843,NO,1.25
4.23396,-48.604,-50.224,-48.1416,-48.4932,NO,1.25
4.26066,-48.7364,-50.3564,-49.8478,-49.1589,NO,1.25
4.28728,-49.3522,-50.9722,-51.2391,-49.5856,NO,1.25
4.31379,-50.8346,-52.4546,-52.261,-49.7658,NO,1.25
4.34028,-52.8128,-54.4328,-52.7151,-49.6616,NO,1.25
4.36708,-54.5566,-56.1766,-52.2872,-49.2342,NO,1.25
4.39579,-52.8618,-54.4818,-50.7907,-48.4988,NO,1.25
4.42223,-47.6363,-49.2563,-48.4088,-47.5535,NO,1.25
4.44841,-42.117,-43.737,-45.692,-46.549,NO,1.25
4.47479,-38.7229,-40.3429,-43.2861,-45.6206,NO,1.25
4.50094,-37.8136,-39.4336,-41.6186,-44.8367,NO,1.25
4.52724,-38.2441,-39.8641,-40.7878,-44.1983,NO,1.25
4.55353,-38.476,-40.096,-40.6912,-43.6757,NO,1.25
4.57953,-38.4865,-40.1065,-41.2181,-43.2458,NO,1.25
4.6057,-39.0186,-40.6386,-42.2973,-42.9028,NO,1.25
