Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
0.475789,-9.98623,-11.6062,-11.9392,-11.9892,NO,1.25
0.501861,-10.6584,-12.2784,-12.0448,-12.0663,NO,1.25
0.527871,-10.6138,-12.2338,-12.1617,-12.1634,NO,1.25
0.553965,-10.6209,-12.2409,-12.2771,-12.2813,NO,1.25
0.580268,-10.7053,-12.3253,-12.3945,-12.4186,NO,1.25
0.606577,-10.85,-12.47,-12.525,-12.5711,NO,1.25
0.633031,-11.0115,-12.6315,-12.6749,-12.7322,NO,1.25
0.658934,-11.2021,-12.8221,-12.842,-12.8933,NO,1.25
0.685036,-11.4096,-13.0296,-13.0193,-13.0465,NO,1.25
0.710545,-11.5875,-13.2075,-13.197,-13.1861,NO,1.25
0.736459,-11.7587,-13.3787,-13.364,-13.3095,NO,1.25
0.762531,-11.9606,-13.5806,-13.5054,-13.4155,NO,1.25
0.788713,-12.2004,-13.8204,-13.6058,-13.5019,NO,1.25
0.814398,-12.1239,-13.7439,-13.6545,-13.565,NO,1.25
0.84038,-12.0286,-13.6486,-13.651,-13.5996,NO,1.25
0.866268,-12.3278,-13.9478,-13.6072,-13.6016,NO,1.25
0.891965,-11.6298,-13.2498,-13.5441,-13.5692,NO,1.25
0.917711,-11.7861,-13.4061,-13.48,-13.5034,NO,1.25
0.943483,-11.87,-13.49,-13.4162,-13.4075,NO,1.25
0.969379,-11.8616,-13.4816,-13.3363,-13.2871,NO,1.25
0.995292,-11.7441,-13.3641,-13.221,-13.1487,NO,1.25
1.02112,-11.5114,-13.1314,-13.0651,-12.9989,NO,1.25
1.04731,-11.2507,-12.8707,-12.88,-12.8441,NO,1.25
1.07306,-11.0301,-12.6501,-12.6856,-12.6898,NO,1.25
1.09869,-10.8282,-12.4482,-12.5004,-12.542,NO,1.25
1.12468,-10.6499,-12.2699,-12.3371,-12.4061,NO,1.25
1.15057,-10.512,-12.132,-12.2025,-12.2868,NO,1.25
1.17678,-10.41,-12.03,-12.0982,-12.1862,NO,1.25
1.20292,-10.358,-11.978,-12.0215,-12.1053,NO,1.25
1.23451,-10.3238,-11.9438,-11.9679,-12.0436,NO,1.25
1.26069,-10.2947,-11.9147,-11.9358,-11.9997,NO,1.25
1.28699,-10.2732,-11.8932,-11.929,-11.9705,NO,1.25
1.31282,-10.2168,-11.8368,-11.9524,-11.952,NO,1.25
1.33872,-10.0716,-11.6916,-11.9992,-11.9402,NO,1.25
1.36489,-10.8426,-12.4626,-12.0431,-11.932,NO,1.25
1.39107,-10.6313,-12.2513,-12.053,-11.9254,NO,1.25
1.41745,-10.4253,-12.0453,-12.017,-11.9195,NO,1.25
1.44323,-10.2686,-11.8886,-11.9508,-11.9138,NO,1.25
1.4689,-10.1834,-11.8034,-11.8825,-11.9078,NO,1.25
1.49471,-10.1557,-11.7757,-11.8325,-11.901,NO,1.25
1.52064,-10.1457,-11.7657,-11.8075,-11.8925,NO,1.25
1.54638,-10.1535,-11.7735,-11.8049,-11.8813,NO,1.25
1.57254,-10.175,-11.795,-11.8185,-11.8673,NO,1.25
1.59832,-10.2147,-11.8347,-11.8414,-11.8514,NO,1.25
1.62428,-10.26,-11.88,-11.8659,-11.8352,NO,1.25
1.65039,-10.2961,-11.9161,-11.8842,-11.8202,NO,1.25
1.67693,-10.3178,-11.9378,-11.8898,-11.8077,NO,1.25
1.7031,-10.3038,-11.9238,-11.8794,-11.7986,NO,1.25
1.72913,-10.2562,-11.8762,-11.8544,-11.7941,NO,1.25
1.75487,-10.1947,-11.8147,-11.82,-11.7954,NO,1.25
1.78073,-10.1519,-11.7719,-11.783,-11.8031,NO,1.25
1.80672,-10.1155,-11.7355,-11.7512,-11.8176,NO,1.25
1.83304,-10.0822,-11.7022,-11.735,-11.8392,NO,1.25
1.85957,-10.0518,-11.6718,-11.7491,-11.8681,NO,1.25
1.88582,-10.0209,-11.6409,-11.8066,-11.9043,NO,1.25
1.91199,-9.98161,-11.6016,-11.9072,-11.9478,NO,1.25
1.93836,-10.7017,-12.3217,-12.029,-11.9984,NO,1.25
1.96473,-10.6627,-12.2827,-12.14,-12.0558,NO,1.25
1.99092,-10.6402,-12.2602,-12.22,-12.1201,NO,1.25
2.01709,-10.6513,-12.2713,-12.2697,-12.1904,NO,1.25
2.04325,-10.6736,-12.2936,-12.3026,-12.2649,NO,1.25
2.06953,-10.7069,-12.3269,-12.3314,-12.3393,NO,1.25
2.09564,-10.7331,-12.3531,-12.3633,-12.4086,NO,1.25
2.12163,-10.7678,-12.3878,-12.4026,-12.4679,NO,1.25
2.14787,-10.7957,-12.4157,-12.4533,-12.5153,NO,1.25
2.17374,-10.8449,-12.4649,-12.518,-12.5522,NO,1.25
2.19915,-10.9379,-12.5579,-12.5933,-12.5823,NO,1.25
2.22565,-11.0767,-12.6967,-12.6671,-12.6096,NO,1.25
2.25706,-11.2233,-12.8433,-12.7206,-12.636,NO,1.25
2.2832,-11.2856,-12.9056,-12.7392,-12.6612,NO,1.25
2.30904,-11.1789,-12.7989,-12.7238,-12.6844,NO,1.25
2.33502,-10.9746,-12.5946,-12.6926,-12.7047,NO,1.25
2.36127,-10.9172,-12.5372,-12.669,-12.7215,NO,1.25
2.38702,-11.0083,-12.6283,-12.667,-12.7346,NO,1.25
2.41304,-11.0787,-12.6987,-12.6847,-12.7441,NO,1.25
2.43914,-11.1082,-12.7282,-12.7119,-12.7503,NO,1.25
2.46491,-11.1353,-12.7553,-12.7388,-12.7543,NO,1.25
2.49079,-11.1457,-12.7657,-12.7611,-12.7568,NO,1.25
2.51666,-11.1617,-12.7817,-12.7775,-12.7581,NO,1.25
2.5429,-11.1861,-12.8061,-12.787,-12.7567,NO,1.25
2.5689,-11.1995,-12.8195,-12.7874,-12.7497,NO,1.25
2.59474,-11.1844,-12.8044,-12.7769,-12.7343,NO,1.25
2.62035,-11.1547,-12.7747,-12.7544,-12.7094,NO,1.25
2.64619,-11.1202,-12.7402,-12.7203,-12.677,NO,1.25
2.67206,-11.0786,-12.6986,-12.6754,-12.6415,NO,1.25
2.69819,-11.02,-12.64,-12.6216,-12.6074,NO,1.25
2.72421,-10.9498,-12.5698,-12.5626,-12.5781,NO,1.25
2.74981,-10.8725,-12.4925,-12.5051,-12.5546,NO,1.25
2.77561,-10.7887,-12.4087,-12.4592,-12.5366,NO,1.25
2.80154,-10.7324,-12.3524,-12.4355,-12.5235,NO,1.25
2.8273,-10.7348,-12.3548,-12.4415,-12.5153,NO,1.25
2.85309,-10.7921,-12.4121,-12.4769,-12.5124,NO,1.25
2.8793,-10.893,-12.513,-12.5315,-12.5157,NO,1.25
2.90529,-11.0194,-12.6394,-12.5869,-12.526,NO,1.25
2.93094,-11.1357,-12.7557,-12.6242,-12.5432,NO,1.25
2.95701,-11.1073,-12.7273,-12.634,-12.5659,NO,1.25
2.9828,-11.0016,-12.6216,-12.6214,-12.5915,NO,1.25
3.00879,-10.9095,-12.5295,-12.6028,-12.6167,NO,1.25
3.03438,-10.9034,-12.5234,-12.5953,-12.6387,NO,1.25
3.06006,-10.9504,-12.5704,-12.6075,-12.6558,NO,1.25
3.08584,-10.9978,-12.6178,-12.6379,-12.6677,NO,1.25
3.11126,-11.0491,-12.6691,-12.6778,-12.6756,NO,1.25
3.13708,-11.1217,-12.7417,-12.7154,-12.6819,NO,1.25
3.16318,-11.2202,-12.8402,-12.7406,-12.6901,NO,1.25
3.18902,-11.1692,-12.7892,-12.7505,-12.7034,NO,1.25
3.21483,-11.1058,-12.7258,-12.751,-12.7238,NO,1.25
3.24075,-11.064,-12.684,-12.7532,-12.7521,NO,1.25
3.26715,-11.1154,-12.7354,-12.7655,-12.7881,NO,1.25
