Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
0.488069,1.64974,0.0297437,0.0241055,0.0225124,NO,1.25
0.513778,1.64095,0.0209543,0.0238889,0.022419,NO,1.25
0.540162,1.6506,0.0306009,0.0232774,0.0222814,NO,1.25
0.568619,1.62926,0.00926378,0.0226504,0.0220426,NO,1.25
0.594552,1.64418,0.0241819,0.0220882,0.0216944,NO,1.25
0.620318,1.65451,0.0345053,0.0213079,0.0212778,NO,1.25
0.646068,1.63719,0.017193,0.0202242,0.0208514,NO,1.25
0.671912,1.62607,0.00607445,0.0192052,0.0204527,NO,1.25
0.698081,1.64797,0.0279693,0.0186945,0.0200882,NO,1.25
0.724064,1.6338,0.0138015,0.0187355,0.0197526,NO,1.25
0.750402,1.63774,0.0177444,0.0190454,0.0194466,NO,1.25
0.776682,1.64817,0.0281714,0.0193955,0.0191822,NO,1.25
0.802708,1.62863,0.00862515,0.0197441,0.0189913,NO,1.25
0.828525,1.64713,0.0271281,0.0201327,0.0189371,NO,1.25
0.854267,1.63645,0.0164546,0.0204556,0.0190975,NO,1.25
0.880158,1.64298,0.0229813,0.0204653,0.0195073,NO,1.25
0.906402,1.64885,0.0288463,0.0200406,0.0201131,NO,1.25
0.93236,1.62729,0.00728507,0.0194229,0.0208027,NO,1.25
0.958157,1.64648,0.0264848,0.0191303,0.0214789,NO,1.25
0.983946,1.62876,0.0087582,0.0196225,0.0221014,NO,1.25
1.01031,1.64474,0.0247431,0.0210407,0.0226651,NO,1.25
1.0362,1.63981,0.0198116,0.0230991,0.023161,NO,1.25
1.06235,1.644,0.0240028,0.0251781,0.0235725,NO,1.25
1.08857,1.65865,0.0386509,0.026553,0.0238947,NO,1.25
1.11449,1.64265,0.0226471,0.0267903,0.0241402,NO,1.25
1.14012,1.65513,0.0351343,0.0260287,0.0243154,NO,1.25
1.16604,1.63315,0.0131538,0.0248233,0.0243883,NO,1.25
1.19196,1.64954,0.0295433,0.0237135,0.0242929,NO,1.25
1.21795,1.63959,0.0195912,0.0228944,0.0239726,NO,1.25
1.24381,1.64055,0.020548,0.0222719,0.0234309,NO,1.25
1.26921,1.65097,0.0309708,0.0217294,0.0227359,NO,1.25
1.29546,1.63023,0.0102276,0.0212952,0.0219764,NO,1.25
1.3216,1.64141,0.0214111,0.0210155,0.021216,NO,1.25
1.3472,1.64998,0.0299758,0.0207712,0.0204789,NO,1.25
1.37322,1.63168,0.0116823,0.0203684,0.0197589,NO,1.25
1.39933,1.64461,0.0246128,0.0197257,0.0190476,NO,1.25
1.42547,1.64282,0.022815,0.0189904,0.0183614,NO,1.25
1.45157,1.62926,0.00925691,0.0183803,0.0177503,NO,1.25
1.47789,1.63751,0.0175128,0.0179329,0.0172813,NO,1.25
1.50428,1.64582,0.0258166,0.0173774,0.0170089,NO,1.25
1.53049,1.6355,0.0154991,0.0164546,0.0169449,NO,1.25
1.55659,1.63686,0.0168568,0.0153576,0.0170412,NO,1.25
1.58783,1.62341,0.0034079,0.0146848,0.0172073,NO,1.25
1.61427,1.6434,0.0233995,0.0149583,0.0173534,NO,1.25
1.64026,1.6217,0.00169934,0.0162462,0.0174318,NO,1.25
1.66629,1.64518,0.0251766,0.0180878,0.0174617,NO,1.25
1.6924,1.64617,0.0261738,0.0198062,0.0175184,NO,1.25
1.71843,1.63728,0.0172753,0.0208667,0.0176881,NO,1.25
1.74457,1.64094,0.020944,0.0210277,0.0180139,NO,1.25
1.77071,1.6515,0.0315016,0.0202535,0.018475,NO,1.25
1.79709,1.63086,0.0108619,0.0187647,0.0189916,NO,1.25
1.82299,1.64627,0.0262707,0.0171726,0.0194555,NO,1.25
1.84866,1.61743,-0.00257398,0.0163289,0.0197786,NO,1.25
1.8747,1.64616,0.0261636,0.0168496,0.0199472,NO,1.25
1.90146,1.62537,0.00537032,0.0186709,0.0200364,NO,1.25
1.92715,1.64396,0.0239556,0.0209843,0.0201756,NO,1.25
1.95423,1.65864,0.0386364,0.0226996,0.020477,NO,1.25
1.98084,1.6386,0.0186035,0.0232109,0.0209783,NO,1.25
2.00688,1.64592,0.0259203,0.022765,0.0216272,NO,1.25
2.0328,1.632,0.0119963,0.0220516,0.0223022,NO,1.25
2.05858,1.65251,0.0325118,0.0216363,0.0228435,NO,1.25
2.08433,1.63153,0.0115338,0.0217203,0.0230927,NO,1.25
2.1103,1.64365,0.023648,0.0222734,0.0229485,NO,1.25
2.13645,1.64501,0.0250147,0.0230206,0.0224147,NO,1.25
2.16237,1.64035,0.0203457,0.0235092,0.0216085,NO,1.25
2.18815,1.65605,0.0360534,0.0232877,0.0207196,NO,1.25
2.21382,1.63303,0.0130328,0.0221945,0.0199349,NO,1.25
2.23966,1.65142,0.0314185,0.0204501,0.0193734,NO,1.25
2.2657,1.62701,0.00700604,0.0185236,0.0190686,NO,1.25
2.2916,1.6454,0.025396,0.016926,0.0190015,NO,1.25
2.31759,1.62311,0.00310556,0.0160333,0.0191391,NO,1.25
2.34335,1.64506,0.0250584,0.0160459,0.0194426,NO,1.25
2.36932,1.62372,0.00371539,0.0169561,0.0198582,NO,1.25
2.39524,1.64774,0.0277406,0.0185987,0.0203314,NO,1.25
2.42141,1.63495,0.0149476,0.0207051,0.0208289,NO,1.25
2.4473,1.64205,0.0220454,0.022907,0.0213371,NO,1.25
2.4731,1.65242,0.0324159,0.0247804,0.0218327,NO,1.25
2.49708,1.64105,0.0210546,0.0259086,0.0222689,NO,1.25
2.52119,1.65869,0.0386903,0.0260529,0.0225996,NO,1.25
2.54559,1.6365,0.0165018,0.0252281,0.0228097,NO,1.25
2.56987,1.6466,0.0265987,0.0236396,0.022907,NO,1.25
2.59459,1.65477,0.0347723,0.0217175,0.0228879,NO,1.25
