Time,S21_dB,Phase_Deg,S21_Gauss_SavGol,Phase_Gauss_SavGol,Background_dB,Background_Phase,Anomaly,OBJ,Height
4.5055,0.0103178,-2799.06,0.0221422,-2725.66,0.0133966,-1432.6,1,NO,1.25
4.52196,0.0264908,-2764.03,0.0224508,-2735.71,0.0133982,-1444.75,1,NO,1.25
4.53788,0.0418693,-2814.9,0.0223555,-2745.09,0.0134,-1456.95,1,NO,1.25
4.55208,-0.00665161,-2944.79,0.021955,-2753.62,0.013401,-1469.2,1,NO,1.25
4.56621,0.0539832,-2788.34,0.0213699,-2761.13,0.013401,-1481.5,1,NO,1.25
4.58043,0.00990236,-2797.39,0.020727,-2768.11,0.0134004,-1493.82,1,NO,1.25
4.59472,0.0368628,-2666.74,0.020093,-2775.47,0.0133995,-1506.12,1,NO,1.25
4.60892,0.053926,-2569.77,0.0194441,-2783.64,0.0133984,-1518.38,1,NO,1.25
4.62481,-0.0103999,-2717.61,0.0187238,-2792.01,0.0133969,-1530.55,1,NO,1.25
4.63898,0.000759441,-2688.87,0.0179175,-2799.52,0.0133944,-1542.61,1,NO,1.25
4.65305,0.0345318,-2823.96,0.0170656,-2805.78,0.0133912,-1554.53,1,NO,1.25
4.66712,-0.022187,-2829.63,0.0162231,-2811.77,0.0133881,-1566.26,1,NO,1.25
4.68138,0.00694079,-2980.14,0.0154454,-2819.53,0.0133865,-1577.79,1,NO,1.25
4.69527,0.0274176,-2838.64,0.0148087,-2831.06,0.0133881,-1589.13,1,NO,1.25
4.7097,0.0426227,-2989.99,0.0144015,-2847.17,0.0133942,-1600.29,1,NO,1.25
4.72343,0.028239,-3043.71,0.0142744,-2867.19,0.0134054,-1611.29,1,NO,1.25
4.73738,-0.0268289,-2871,0.0144117,-2889.48,0.0134217,-1622.17,1,NO,1.25
4.75144,0.00618779,-2818.7,0.014731,-2912.4,0.0134428,-1632.96,1,NO,1.25
4.76538,0.0314177,-2671.39,0.0150794,-2934.99,0.013468,-1643.69,1,NO,1.25
4.77912,0.0522581,-2843.57,0.0152657,-2957.2,0.0134962,-1654.39,1,NO,1.25
4.79326,0.00707816,-2905.96,0.0151717,-2979.54,0.0135262,-1665.09,1,NO,1.25
4.80733,-0.0138857,-2983.64,0.0148482,-3002.86,0.0135563,-1675.81,1,NO,1.25
4.8216,0.0100483,-3115.05,0.0144751,-3028.1,0.0135853,-1686.56,1,NO,1.25
4.83582,0.0342811,-3184.81,0.0142157,-3056.18,0.0136123,-1697.35,1,NO,1.25
4.84989,0.0236249,-3108.75,0.0141119,-3087.75,0.0136375,-1708.2,1,NO,1.25
4.86456,-0.0234319,-3217.41,0.0141098,-3122.52,0.0136611,-1719.1,1,NO,1.25
4.87827,0.0179167,-3241.96,0.0141651,-3158.61,0.0136831,-1730,1,NO,1.25
4.8922,0.0374429,-3128.87,0.0142995,-3192.63,0.0137038,-1740.88,1,NO,1.25
4.90672,0.0191789,-3187.64,0.0145568,-3220.89,0.0137236,-1751.67,1,NO,1.25
4.92063,-0.0106099,-3203.44,0.0149397,-3240.99,0.0137428,-1762.31,1,NO,1.25
4.9351,0.0168431,-3125.92,0.01541,-3252.67,0.013761,-1772.73,1,NO,1.25
4.94896,0.0385021,-3272.21,0.0159223,-3257.47,0.013778,-1782.87,1,NO,1.25
4.96302,0.0282553,-3251.95,0.0164286,-3257.65,0.0137937,-1792.71,1,NO,1.25
4.97678,-0.0182915,-3328.81,0.016864,-3255.16,0.0138084,-1802.22,1,NO,1.25
4.99113,0.0103916,-3396.75,0.017176,-3251.16,0.0138225,-1811.42,1,NO,1.25
5.00527,0.0307927,-3360.34,0.0173808,-3246.19,0.0138368,-1820.32,1,NO,1.25
5.01978,0.0467029,-3347.95,0.0175518,-3240.73,0.0138526,-1828.99,1,NO,1.25
5.0339,0.012482,-3210.09,0.0177294,-3235.64,0.0138711,-1837.45,1,NO,1.25
5.04814,-0.0201482,-3050.66,0.0178677,-3232.44,0.0138926,-1845.78,1,NO,1.25
5.06232,0.0168019,-3215.15,0.0178904,-3233.19,0.0139164,-1854.01,1,NO,1.25
5.07621,0.0397313,-3089.28,0.0177683,-3239.98,0.0139414,-1862.22,1,NO,1.25
5.09052,0.050747,-3257.34,0.0175318,-3254.19,0.0139661,-1870.47,1,NO,1.25
5.10516,-0.014767,-3213.91,0.0172445,-3275.97,0.0139897,-1878.83,1,NO,1.25
5.11954,-0.00185373,-3281.74,0.0169948,-3304.21,0.0140116,-1887.36,1,NO,1.25
5.13358,0.0243369,-3261.27,0.0168687,-3336.74,0.0140325,-1896.13,1,NO,1.25
5.14736,0.0446823,-3277.98,0.0168752,-3370.53,0.0140532,-1905.16,1,NO,1.25
5.16202,0.019797,-3455.64,0.0168858,-3402.23,0.0140738,-1914.47,1,NO,1.25
5.17605,-0.0175751,-3461.35,0.016694,-3429.07,0.0140925,-1924.05,1,NO,1.25
5.1904,0.0153422,-3565.46,0.016204,-3449.9,0.0141063,-1933.85,1,NO,1.25
5.20453,0.0451234,-3689.46,0.0155684,-3465.55,0.0141125,-1943.84,1,NO,1.25
5.21858,-0.00756317,-3660.09,0.0150652,-3478.18,0.0141108,-1953.97,1,NO,1.25
5.23248,-0.00040741,-3546.35,0.0148098,-3489.82,0.0141023,-1964.21,1,NO,1.25
5.24627,0.0337461,-3394.37,0.0146647,-3501.24,0.0140886,-1974.54,1,NO,1.25
5.26055,0.0510298,-3478.27,0.0144485,-3511.67,0.0140704,-1984.94,1,NO,1.25
5.27661,0.00349465,-3325.19,0.0141363,-3519.35,0.0140487,-1995.42,1,NO,1.25
5.29094,-0.0152327,-3329.06,0.0138049,-3522.44,0.0140252,-2005.99,1,NO,1.25
5.30615,0.0147735,-3389.41,0.0134652,-3519.62,0.0140015,-2016.66,1,NO,1.25
5.32011,0.0105409,-3446.51,0.0130203,-3510.48,0.0139783,-2027.45,1,NO,1.25
5.33435,-0.00682101,-3620.82,0.0123755,-3495.68,0.0139547,-2038.34,1,NO,1.25
5.34843,0.0449481,-3624.58,0.0115489,-3476.74,0.0139296,-2049.36,1,NO,1.25
5.36267,0.0388844,-3749.12,0.010677,-3455.39,0.0139031,-2060.52,1,NO,1.25
5.37709,-0.0303713,-3578.35,0.00994295,-3432.67,0.0138756,-2071.82,1,NO,1.25
5.39155,0.00630542,-3491.88,0.00950371,-3408.52,0.0138477,-2083.3,1,NO,1.25
5.4058,0.0417565,-3409.22,0.00943331,-3381.83,0.01382,-2094.96,1,NO,1.25
5.41987,-0.0147902,-3261.63,0.00967754,-3351.25,0.0137934,-2106.81,1,NO,1.25
5.43419,0.000560967,-3233.33,0.010086,-3316.16,0.0137686,-2118.8,1,NO,1.25
5.4481,0.0346756,-3072.26,0.0105373,-3277.62,0.0137451,-2130.93,1,NO,1.25
5.4621,-0.0013759,-2995.72,0.0110335,-3238.34,0.013722,-2143.14,1,NO,1.25
5.47635,-0.016548,-3117.88,0.0116604,-3201.68,0.013699,-2155.39,1,NO,1.25
5.49063,0.0186121,-3240.07,0.0124573,-3170.17,0.013677,-2167.66,1,NO,1.25
5.50419,0.0425637,-3188.24,0.0133226,-3144.48,0.0136572,-2179.89,1,NO,1.25
5.5182,-0.000386787,-3339.82,0.0140398,-3123.28,0.0136399,-2192.04,1,NO,1.25
5.53294,0.0019562,-3224.16,0.0144148,-3103.89,0.0136237,-2204.07,1,NO,1.25
5.54742,0.0254671,-3070.48,0.0144013,-3083.51,0.0136067,-2215.91,1,NO,1.25
5.56208,0.0507316,-3023.29,0.0140715,-3060.26,0.0135876,-2227.51,1,NO,1.25
5.57648,-0.0137127,-3006.23,0.0134802,-3033.52,0.013566,-2238.84,1,NO,1.25
5.59102,0.012391,-3020.67,0.0126117,-3003.73,0.0135412,-2249.86,1,NO,1.25
5.60526,0.0411228,-3047.66,0.01146,-2972.29,0.0135121,-2260.54,1,NO,1.25
5.62001,-0.0135087,-2922.49,0.0101239,-2941.8,0.0134779,-2270.88,1,NO,1.25
5.63366,-0.00353067,-2896.05,0.00880395,-2915.81,0.0134393,-2280.89,1,NO,1.25
5.64787,0.031541,-2808.55,0.00769215,-2897.63,0.0133981,-2290.6,1,NO,1.25
5.66221,-0.00947002,-2860.93,0.00687909,-2888.88,0.0133557,-2300.04,1,NO,1.25
5.67624,-0.0210431,-2727.23,0.00639118,-2888.88,0.0133123,-2309.25,1,NO,1.25
5.69024,0.0186207,-2787.57,0.00625887,-2895.64,0.0132676,-2318.25,1,NO,1.25
5.70452,0.0454832,-2941.27,0.00647298,-2907.25,0.0132215,-2327.09,1,NO,1.25
5.72056,-0.0384062,-3023.15,0.00692484,-2922.62,0.0131746,-2335.79,1,NO,1.25
5.73489,0.00194761,-2919.2,0.00748157,-2941.01,0.0131276,-2344.38,1,NO,1.25
5.74937,0.0371358,-2930.69,0.00808654,-2961.35,0.0130813,-2352.9,1,NO,1.25
5.76353,-0.00896166,-3023.33,0.00872105,-2982.2,0.0130367,-2361.39,1,NO,1.25
5.77815,0.028597,-3109.39,0.00932611,-3002.09,0.0129944,-2369.86,1,NO,1.25
5.79241,0.0226325,-3130.09,0.00982523,-3019.99,0.0129547,-2378.31,1,NO,1.25
5.80647,-0.0215556,-3010.93,0.0101785,-3035.46,0.0129174,-2386.73,1,NO,1.25
5.82027,0.0194412,-2957.55,0.0103857,-3048.91,0.0128816,-2395.14,1,NO,1.25
5.83379,0.0465704,-3004.93,0.0104825,-3061.54,0.0128467,-2403.54,1,NO,1.25
5.84808,-0.0252164,-3181.58,0.0105536,-3074.65,0.0128129,-2411.96,1,NO,1.25
5.86255,-0.00466285,-3080.57,0.0107161,-3088.45,0.0127815,-2420.45,1,NO,1.25
5.87665,0.0174116,-2970.98,0.0110612,-3101.34,0.0127535,-2429.02,1,NO,1.25
5.89091,0.0339087,-3042.82,0.0116068,-3110.67,0.0127292,-2437.69,1,NO,1.25
5.9063,0.0117423,-3060.63,0.0122998,-3114.11,0.0127082,-2446.46,1,NO,1.25
5.9202,-0.017867,-3182.64,0.0130431,-3110.45,0.0126901,-2455.29,1,NO,1.25
5.93459,0.0192946,-3151.31,0.0137079,-3098.95,0.0126742,-2464.13,1,NO,1.25
5.94879,0.0531104,-3106.67,0.0141683,-3078.67,0.012659,-2472.93,1,NO,1.25
5.96271,-0.0237559,-3181.58,0.014371,-3048.7,0.0126424,-2481.62,1,NO,1.25
5.97673,0.00538664,-3223.02,0.0143457,-3009.13,0.0126228,-2490.12,1,NO,1.25
5.99073,0.029504,-3089.89,0.0141204,-2961.56,0.0125999,-2498.39,1,NO,1.25
6.00468,0.0499329,-2944.23,0.0136752,-2908.45,0.0125739,-2506.37,1,NO,1.25
6.01958,0.0142965,-2782.38,0.0129878,-2852.25,0.0125448,-2514.05,1,NO,1.25
6.0336,-0.0187246,-2624.06,0.0120667,-2795.07,0.0125122,-2521.42,1,NO,1.25
6.04785,0.00889125,-2642.53,0.010945,-2738.85,0.0124753,-2528.46,1,NO,1.25
6.06167,0.0370631,-2724.65,0.00970435,-2685.47,0.0124339,-2535.18,1,NO,1.25
6.07588,-0.0123358,-2566.63,0.00847949,-2636.83,0.0123887,-2541.58,1,NO,1.25
6.0901,-0.0129752,-2507.82,0.00739757,-2594.9,0.0123408,-2547.68,1,NO,1.25
6.10424,0.0141001,-2413.89,0.00652999,-2561.34,0.0122918,-2553.51,1,NO,1.25
6.12078,0.0375465,-2509.76,0.00591721,-2536.89,0.0122429,-2559.12,1,NO,1.25
6.13479,-0.0109101,-2640.79,0.00559386,-2520.86,0.0121947,-2564.55,1,NO,1.25
6.14979,-0.00703428,-2525.31,0.0055699,-2511.39,0.0121476,-2569.84,1,NO,1.25
6.16369,0.0268172,-2631.1,0.00583486,-2506.09,0.0121014,-2574.99,1,NO,1.25
6.17779,-0.0310051,-2493.86,0.00640315,-2502.73,0.0120565,-2580,1,NO,1.25
6.19192,0.00913417,-2502.09,0.00732271,-2499.49,0.0120135,-2584.84,1,NO,1.25
6.20759,0.0475643,-2352.04,0.00859591,-2494.73,0.0119735,-2589.49,1,NO,1.25
6.22151,-0.00379371,-2486.18,0.0101134,-2486.43,0.0119368,-2593.9,1,NO,1.25
6.23567,-0.00952851,-2511.8,0.0117067,-2472.11,0.0119035,-2598.02,1,NO,1.25
6.25,0.0407875,-2495.45,0.0132538,-2449.55,0.0118736,-2601.84,1,NO,1.25
6.2636,0.0149399,-2336.28,0.0147007,-2417.99,0.0118477,-2605.31,1,NO,1.25
6.27756,-0.0177327,-2433.93,0.0160219,-2378.48,0.0118261,-2608.44,1,NO,1.25
6.29278,0.0105632,-2473.08,0.0172291,-2333.1,0.0118092,-2611.22,1,NO,1.25
6.30708,0.034204,-2408.54,0.0183778,-2283.67,0.0117975,-2613.67,1,NO,1.25
6.3215,0.0497389,-2243,0.0194832,-2231.09,0.0117917,-2615.8,1,NO,1.25
6.34078,0.0207571,-2232.07,0.0204346,-2175.75,0.0117919,-2617.61,1,NO,1.25
6.35678,0.010625,-2122.92,0.0210394,-2118.2,0.0117971,-2619.1,1,NO,1.25
6.37108,0.0367781,-2043.48,0.0211827,-2059.27,0.0118059,-2620.27,1,NO,1.25
6.38519,-0.019696,-1914.3,0.0209616,-1999.83,0.0118165,-2621.09,1,NO,1.25
6.39924,0.0541027,-1747.39,0.0206714,-1940.95,0.0118282,-2621.58,1,NO,1.25
6.41346,-0.00903563,-1788.96,0.0206209,-1884.58,0.0118408,-2621.74,1,NO,1.25
6.42766,0.0235477,-1897.92,0.0209345,-1834.11,0.0118551,-2621.59,1,NO,1.25
6.44155,0.0400888,-1913.45,0.0215148,-1793.7,0.0118724,-2621.16,1,NO,1.25
6.45564,0.0502515,-1746.62,0.0221582,-1766.81,0.0118934,-2620.48,1,NO,1.25
6.46969,0.0109923,-1719.97,0.0226716,-1754.9,0.0119177,-2619.57,1,NO,1.25
6.48368,-0.0166927,-1842.78,0.0229404,-1757.36,0.0119436,-2618.45,1,NO,1.25
6.49763,0.00532051,-1719.83,0.022972,-1772.3,0.0119687,-2617.15,1,NO,1.25
6.51175,0.0226788,-1730.27,0.0229088,-1797.45,0.0119922,-2615.67,1,NO,1.25
6.52563,0.0400033,-1564.06,0.0229485,-1831,0.0120149,-2614.07,1,NO,1.25
6.54001,0.0522675,-1736.6,0.0231953,-1872.25,0.0120386,-2612.39,1,NO,1.25
6.55405,0.0522922,-1886.05,0.0235718,-1921.69,0.0120649,-2610.69,1,NO,1.25
6.56803,0.0339858,-2037.91,0.023881,-1980.02,0.0120952,-2609.04,1,NO,1.25
6.5826,-0.0123633,-2217.55,0.0239334,-2046.66,0.0121307,-2607.49,1,NO,1.25
6.59623,-0.00494226,-2147.35,0.0235944,-2119.14,0.0121714,-2606.07,1,NO,1.25
6.61013,0.0127188,-2246.32,0.0227738,-2193.59,0.0122161,-2604.81,1,NO,1.25
6.62469,0.0187862,-2172.68,0.0214731,-2265.63,0.0122626,-2603.68,1,NO,1.25
6.63874,0.0343495,-2319.62,0.0198809,-2330.82,0.012309,-2602.67,1,NO,1.25
6.6525,0.0383558,-2358.4,0.0183861,-2385.12,0.0123546,-2601.72,1,NO,1.25
6.66672,0.0521009,-2410.16,0.0174551,-2425.95,0.0124004,-2600.79,1,NO,1.25
6.68095,0.016199,-2583.85,0.0174121,-2453.14,0.0124488,-2599.84,1,NO,1.25
6.6947,-0.00618985,-2650.52,0.0181998,-2468.86,0.0125025,-2598.86,1,NO,1.25
6.70882,-0.00733355,-2628.23,0.0193115,-2476.35,0.0125622,-2597.82,1,NO,1.25
6.72257,0.0104491,-2484.39,0.020063,-2478.55,0.0126258,-2596.73,1,NO,1.25
6.73688,0.0150891,-2469.17,0.0200738,-2477.41,0.0126897,-2595.61,1,NO,1.25
6.75378,0.0210554,-2487.82,0.0195452,-2474.07,0.0127516,-2594.47,1,NO,1.25
6.76935,0.0347261,-2439.12,0.0190707,-2469.69,0.0128124,-2593.32,1,NO,1.25
6.78337,0.0415376,-2349.82,0.0191583,-2466.09,0.0128752,-2592.18,1,NO,1.25
6.79747,-0.00491131,-2289.47,0.0198638,-2465.94,0.0129431,-2591.09,1,NO,1.25
6.81147,0.0329689,-2428.05,0.0207712,-2472.09,0.0130173,-2590.11,1,NO,1.25
6.82558,0.0515637,-2525.85,0.0212678,-2486.6,0.0130961,-2589.28,1,NO,1.25
6.84002,0.0259605,-2403.64,0.0209102,-2509.72,0.0131762,-2588.66,1,NO,1.25
6.85455,-0.0219639,-2540.19,0.0196738,-2539.39,0.0132543,-2588.29,1,NO,1.25
6.86868,-0.00313354,-2522.63,0.0179414,-2571.79,0.0133283,-2588.15,1,NO,1.25
6.88265,0.0194335,-2682.32,0.0162388,-2602.38,0.0133976,-2588.25,1,NO,1.25
6.89648,0.0424132,-2560.25,0.0149287,-2626.96,0.0134628,-2588.56,1,NO,1.25
6.91032,0.0548858,-2723.24,0.0141136,-2642.27,0.0135247,-2589.03,1,NO,1.25
6.92461,0.0046043,-2763.04,0.0137708,-2646.31,0.0135841,-2589.62,1,NO,1.25
6.93837,-0.00924465,-2732.7,0.0138963,-2638.5,0.0136416,-2590.31,1,NO,1.25
6.95246,-0.0134115,-2788.55,0.0144725,-2619.78,0.0136982,-2591.06,1,NO,1.25
6.96674,3.68366e-05,-2670.04,0.0153288,-2592.06,0.0137545,-2591.86,0,NO,1.25
6.98128,0.0128183,-2599.95,0.0161363,-2557.32,0.0138105,-2592.71,1,NO,1.25
6.99543,0.022989,-2460.02,0.0166436,-2516.82,0.0138653,-2593.62,1,NO,1.25
7.01036,0.0409261,-2441.66,0.0169468,-2471.05,0.0139187,-2594.6,1,NO,1.25
7.02402,0.0559957,-2308.2,0.0174667,-2420.24,0.0139727,-2595.65,1,NO,1.25
7.03842,-0.0161512,-2244.09,0.0185828,-2365.26,0.0140305,-2596.79,1,NO,1.25
7.05274,0.0100852,-2276.61,0.0202661,-2308.14,0.0140948,-2598.03,1,NO,1.25
7.0669,0.0301625,-2227.64,0.0220736,-2251.97,0.0141663,-2599.37,1,NO,1.25
7.0809,0.0484223,-2253.52,0.0234746,-2199.93,0.0142427,-2600.82,1,NO,1.25
7.09511,0.0176895,-2142.3,0.0241629,-2154.06,0.014321,-2602.41,1,NO,1.25
7.10915,-0.0111768,-2291.71,0.0241318,-2114.65,0.014398,-2604.15,1,NO,1.25
7.12279,0.0109348,-2156.69,0.0235837,-2080.22,0.0144716,-2606.01,1,NO,1.25
7.13741,0.0316899,-1993.24,0.0227892,-2048.32,0.0145404,-2607.97,1,NO,1.25
7.15157,0.0404745,-1920.36,0.0219148,-2016.22,0.0146041,-2609.97,1,NO,1.25
7.16602,0.0482198,-1830.13,0.0209214,-1981.52,0.0146624,-2611.96,1,NO,1.25
7.18047,0.0326145,-1860.38,0.0196866,-1942.59,0.0147146,-2613.88,1,NO,1.25
7.19458,-0.0161451,-1890.08,0.018243,-1899,0.0147603,-2615.68,1,NO,1.25
7.20897,0.0122795,-1990.18,0.0168007,-1851.77,0.0147997,-2617.32,1,NO,1.25
7.22289,0.0356854,-1867.58,0.0154965,-1803.13,0.0148337,-2618.78,1,NO,1.25
7.23694,0.0334551,-1919.42,0.014231,-1755.7,0.0148627,-2620.06,1,NO,1.25
7.25143,-0.0313638,-1743.12,0.0128648,-1711.33,0.0148869,-2621.15,1,NO,1.25
7.2655,0.00780705,-1669.3,0.0115394,-1670.31,0.0149068,-2622.05,1,NO,1.25
7.27966,0.0322455,-1643.97,0.0106795,-1631.44,0.0149247,-2622.77,1,NO,1.25
7.29394,0.00329109,-1514.42,0.0106219,-1592.89,0.0149445,-2623.32,1,NO,1.25
7.30779,-0.0234448,-1437.53,0.0112792,-1553.65,0.0149697,-2623.67,1,NO,1.25
7.32179,0.0132507,-1433.69,0.0122065,-1514.34,0.0150017,-2623.85,1,NO,1.25
7.33555,0.0447925,-1315.56,0.0129972,-1477.17,0.0150401,-2623.84,1,NO,1.25
7.34963,0.0359995,-1449.61,0.0136056,-1444.85,0.0150843,-2623.65,1,NO,1.25
7.3639,-0.0117937,-1571.14,0.0143038,-1419.34,0.0151344,-2623.3,1,NO,1.25
7.37804,-9.5633e-06,-1444.54,0.0153514,-1401.09,0.0151909,-2622.79,1,NO,1.25
7.3918,0.015789,-1418.51,0.0167181,-1388.97,0.0152534,-2622.11,1,NO,1.25
7.40567,0.0410911,-1442.63,0.0181007,-1380.91,0.0153202,-2621.25,1,NO,1.25
7.41997,0.0546228,-1337.92,0.0191626,-1374.72,0.0153884,-2620.17,1,NO,1.25
7.43398,0.0081719,-1296.38,0.0197585,-1368.54,0.0154553,-2618.86,1,NO,1.25
7.4478,-0.0247451,-1251.71,0.0199946,-1361.02,0.0155187,-2617.32,1,NO,1.25
7.46146,0.00782765,-1413.25,0.0201283,-1351.77,0.0155776,-2615.53,1,NO,1.25
7.47576,0.019965,-1334.1,0.0203704,-1341.97,0.0156317,-2613.52,1,NO,1.25
7.48984,0.0329757,-1358.24,0.0207141,-1334.27,0.0156808,-2611.3,1,NO,1.25
7.5039,0.0405173,-1429.25,0.020945,-1331.58,0.0157235,-2608.91,1,NO,1.25
7.51831,0.0524554,-1383.67,0.0208744,-1335.62,0.0157578,-2606.37,1,NO,1.25
7.5322,0.0216031,-1261.8,0.0205677,-1346.46,0.0157818,-2603.71,1,NO,1.25
7.54649,-0.0238489,-1283.7,0.0202699,-1363.26,0.0157963,-2600.96,1,NO,1.25
7.5618,0.00828865,-1425.49,0.020065,-1385.27,0.0158041,-2598.13,1,NO,1.25
7.57599,0.0305084,-1347.4,0.0196878,-1412.38,0.0158079,-2595.25,1,NO,1.25
7.59178,0.0515175,-1306.88,0.0187749,-1445.19,0.015808,-2592.32,1,NO,1.25
7.60584,-0.00447543,-1404.46,0.0173058,-1484.55,0.0158032,-2589.35,1,NO,1.25
7.61989,0.017813,-1551.36,0.0157536,-1530.92,0.0157931,-2586.38,1,NO,1.25
7.63477,0.0390564,-1652.97,0.0147666,-1583.59,0.0157802,-2583.4,1,NO,1.25
7.64896,-0.0148212,-1729.94,0.0146761,-1640.23,0.0157687,-2580.44,1,NO,1.25
7.66327,0.0015868,-1562.59,0.0152637,-1696.85,0.0157619,-2577.5,1,NO,1.25
7.67704,0.0210469,-1715.26,0.0159766,-1748.6,0.0157603,-2574.55,1,NO,1.25
7.69065,0.0508239,-1818.55,0.0163816,-1790.96,0.0157624,-2571.57,1,NO,1.25
7.70434,-0.00633001,-1840.25,0.0164327,-1820.58,0.0157668,-2568.53,1,NO,1.25
7.71873,-0.00889456,-1910.68,0.0163569,-1835.36,0.015773,-2565.41,1,NO,1.25
7.73274,0.0110781,-2017.58,0.0163763,-1834.63,0.0157811,-2562.2,1,NO,1.25
7.74657,0.0258629,-1918.44,0.0165968,-1819.46,0.0157911,-2558.87,1,NO,1.25
7.76072,0.0425295,-1939.29,0.0170666,-1792.84,0.0158026,-2555.42,1,NO,1.25
7.77497,0.0559769,-1915.36,0.01778,-1759.06,0.0158154,-2551.82,1,NO,1.25
7.78922,0.0123112,-1773.68,0.0185888,-1722.68,0.015829,-2548.07,1,NO,1.25
7.80578,-0.0254775,-1597.07,0.0192155,-1688.04,0.0158423,-2544.19,1,NO,1.25
7.81987,0.00595166,-1489.45,0.019413,-1659.43,0.015854,-2540.19,1,NO,1.25
7.83371,0.0242718,-1605.75,0.0190921,-1641.09,0.015863,-2536.09,1,NO,1.25
7.84822,0.0499107,-1434.84,0.0183371,-1636.54,0.0158685,-2531.94,1,NO,1.25
7.86247,-0.00975131,-1483.42,0.017398,-1647.75,0.0158696,-2527.77,1,NO,1.25
7.87635,0.00819765,-1515.44,0.0166681,-1675.14,0.0158654,-2523.65,1,NO,1.25
7.89057,0.0284917,-1567.99,0.016525,-1717.82,0.015856,-2519.62,1,NO,1.25
7.90439,0.0505181,-1737.75,0.0170897,-1773.72,0.0158433,-2515.76,1,NO,1.25
7.9186,0.0396611,-1891.17,0.0181328,-1839.44,0.0158299,-2512.11,1,NO,1.25
7.9329,-0.0113239,-1960.63,0.0192577,-1909.96,0.0158178,-2508.71,1,NO,1.25
7.94721,-0.0111131,-2037.37,0.0202005,-1979.07,0.0158085,-2505.56,1,NO,1.25
7.9617,0.00425562,-2208.8,0.0209542,-2040.38,0.0158026,-2502.63,1,NO,1.25
7.97601,0.0198793,-2303.29,0.021625,-2088.45,0.0158013,-2499.85,1,NO,1.25
7.99045,0.0305495,-2136.15,0.022226,-2119.53,0.0158048,-2497.18,1,NO,1.25
8.00578,0.0395371,-2097.28,0.0226695,-2131.7,0.0158129,-2494.53,1,NO,1.25
8.01999,0.0503976,-2244.75,0.0229378,-2124.87,0.0158248,-2491.82,1,NO,1.25
8.03436,0.0369553,-2098.64,0.0231903,-2100.65,0.0158404,-2488.97,1,NO,1.25
8.04876,-0.00953109,-2200,0.0236277,-2062,0.0158608,-2485.93,1,NO,1.25
8.06262,0.0136059,-2055.18,0.0242236,-2012.37,0.0158871,-2482.65,1,NO,1.25
8.07785,0.0286476,-1986.22,0.0246389,-1954.93,0.0159186,-2479.11,1,NO,1.25
8.0928,0.040365,-1850.08,0.0244862,-1892.49,0.0159531,-2475.28,1,NO,1.25
8.10979,0.0560725,-1726.13,0.0237013,-1828.07,0.0159875,-2471.14,1,NO,1.25
8.12422,-0.0229804,-1664.3,0.0226282,-1765.07,0.01602,-2466.7,1,NO,1.25
8.13875,0.00841226,-1707.87,0.0217669,-1706.57,0.0160507,-2461.95,1,NO,1.25
8.15296,0.0421037,-1651.56,0.0214797,-1654.67,0.0160808,-2456.9,1,NO,1.25
8.16804,0.00166755,-1533.29,0.0218631,-1610.36,0.0161118,-2451.57,1,NO,1.25
8.18209,0.0266707,-1611.98,0.0227496,-1573.86,0.0161452,-2445.99,1,NO,1.25
8.19768,0.0469396,-1552.22,0.0237982,-1544.8,0.0161815,-2440.2,1,NO,1.25
8.212,0.0399323,-1536.53,0.024684,-1522.14,0.0162208,-2434.22,1,NO,1.25
8.22779,-0.0144253,-1371.12,0.025257,-1504.26,0.0162628,-2428.07,1,NO,1.25
8.24281,0.00784482,-1322.68,0.0254963,-1489.2,0.0163072,-2421.77,1,NO,1.25
8.25759,0.0416385,-1500.85,0.0253389,-1475.03,0.0163524,-2415.29,1,NO,1.25
8.27203,0.0554757,-1648.88,0.0246683,-1460.19,0.016396,-2408.64,1,NO,1.25
8.28663,0.00522949,-1577.95,0.02349,-1443.75,0.0164351,-2401.79,1,NO,1.25
8.30084,0.024702,-1405.95,0.0220254,-1425.56,0.0164681,-2394.72,1,NO,1.25
8.31465,0.0456508,-1431.13,0.0205866,-1406.45,0.0164948,-2387.42,1,NO,1.25
8.33078,0.0492707,-1386.68,0.0194122,-1387.95,0.0165161,-2379.9,1,NO,1.25
8.34589,-0.0190829,-1383.21,0.0185967,-1371.86,0.0165329,-2372.2,1,NO,1.25
8.35972,-0.00326849,-1308.14,0.0180798,-1359.8,0.016546,-2364.36,1,NO,1.25
8.37399,0.0219528,-1390.39,0.0176997,-1353.34,0.0165556,-2356.45,1,NO,1.25
8.38825,0.0192663,-1327.12,0.0173548,-1354.5,0.0165615,-2348.52,1,NO,1.25
8.40275,-0.0181305,-1306.42,0.01711,-1365.78,0.0165644,-2340.63,1,NO,1.25
8.41778,0.0170532,-1301.72,0.0170915,-1389.35,0.0165653,-2332.86,1,NO,1.25
8.43228,0.0350564,-1218.26,0.0173353,-1425.66,0.016566,-2325.25,1,NO,1.25
8.44663,0.0496911,-1385.58,0.0178165,-1473.18,0.0165678,-2317.87,1,NO,1.25
8.46114,-0.0053154,-1544.03,0.0185335,-1529.18,0.0165719,-2310.74,1,NO,1.25
8.47572,0.019959,-1535.84,0.0194336,-1590.73,0.016579,-2303.88,1,NO,1.25
