Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_Gauss_SavGol,OBJ,Height
2.38124,-14.4719,-0.0718702,-0.0672775,-0.0629941,NO,1.25
2.51246,-14.5075,-0.107499,-0.072468,-0.0686841,NO,1.25
2.64338,-14.4811,-0.0811247,-0.0747286,-0.075633,NO,1.25
2.77458,-14.4762,-0.0761594,-0.0754679,-0.0831505,NO,1.25
2.90588,-14.4445,-0.0445084,-0.0784475,-0.0905621,NO,1.25
3.03667,-14.4471,-0.0470602,-0.0863199,-0.0972875,NO,1.25
3.16772,-14.5366,-0.136636,-0.0982196,-0.102842,NO,1.25
3.29892,-14.5115,-0.111547,-0.110706,-0.106801,NO,1.25
3.42985,-14.5255,-0.125486,-0.120348,-0.108827,NO,1.25
3.56106,-14.5379,-0.137946,-0.125051,-0.108784,NO,1.25
3.6917,-14.5418,-0.141836,-0.123823,-0.10679,NO,1.25
3.82289,-14.5371,-0.137064,-0.116719,-0.103098,NO,1.25
3.95403,-14.5018,-0.101822,-0.105153,-0.0978709,NO,1.25
4.08523,-14.4808,-0.0807887,-0.0914792,-0.091135,NO,1.25
4.21616,-14.4869,-0.0869476,-0.0778693,-0.0829668,NO,1.25
4.34764,-14.4455,-0.0454629,-0.0655486,-0.0737415,NO,1.25
4.47799,-14.4681,-0.0681294,-0.0549216,-0.0641666,NO,1.25
4.60982,-14.4354,-0.035365,-0.0462102,-0.0550654,NO,1.25
4.74047,-14.4311,-0.0310939,-0.0397262,-0.0471191,NO,1.25
4.87193,-14.4308,-0.0308471,-0.035611,-0.0407443,NO,1.25
5.0023,-14.4329,-0.0329026,-0.0335186,-0.0360891,NO,1.25
5.13368,-14.4327,-0.032681,-0.0327334,-0.0330536,NO,1.25
5.26522,-14.4321,-0.0321042,-0.0325884,-0.0313417,NO,1.25
5.396,-14.4324,-0.0323646,-0.0327041,-0.0305728,NO,1.25
5.52717,-14.433,-0.0330083,-0.0329031,-0.0304008,NO,1.25
