Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.476618,-21.2987,-23.0987,-23.0986,-23.0982,0,23.0982,0,0,MINE_TEST,1.25
0.5026,-21.303,-23.103,-23.1003,-23.0986,0,23.0986,0,0,MINE_TEST,1.25
0.528713,-21.304,-23.104,-23.1016,-23.0991,0,23.0991,0,0,MINE_TEST,1.25
0.554464,-21.3028,-23.1028,-23.1021,-23.0998,0,23.0998,0,0,MINE_TEST,1.25
0.580371,-21.3031,-23.1031,-23.1021,-23.1008,0,23.1008,0,0,MINE_TEST,1.25
0.606708,-21.3024,-23.1024,-23.1018,-23.1019,0,23.1019,0,0,MINE_TEST,1.25
0.633032,-21.2993,-23.0993,-23.1017,-23.1031,0,23.1031,0,0,MINE_TEST,1.25
0.658663,-21.2988,-23.0988,-23.1022,-23.1045,0,23.1045,0,0,MINE_TEST,1.25
0.684951,-21.3028,-23.1028,-23.1033,-23.1057,0,23.1057,0,0,MINE_TEST,1.25
0.710612,-21.3049,-23.1049,-23.105,-23.107,0,23.107,0,0,MINE_TEST,1.25
0.736615,-21.3077,-23.1077,-23.107,-23.1081,0,23.1081,0,0,MINE_TEST,1.25
0.762989,-21.3071,-23.1071,-23.1092,-23.1091,0,23.1091,0,0,MINE_TEST,1.25
0.788813,-21.3123,-23.1123,-23.1114,-23.11,0,23.11,0,0,MINE_TEST,1.25
0.815101,-21.3145,-23.1145,-23.1133,-23.1108,0,23.1108,0,0,MINE_TEST,1.25
0.841205,-21.3177,-23.1177,-23.1144,-23.1115,0,23.1115,0,0,MINE_TEST,1.25
0.867055,-21.3172,-23.1172,-23.1147,-23.1121,0,23.1121,0,0,MINE_TEST,1.25
0.893159,-21.3161,-23.1161,-23.114,-23.1125,0,23.1125,0,0,MINE_TEST,1.25
0.919382,-21.3122,-23.1122,-23.1127,-23.1127,0,23.1127,0,0,MINE_TEST,1.25
0.945408,-21.3101,-23.1101,-23.1114,-23.1127,0,23.1127,0,0,MINE_TEST,1.25
0.971329,-21.3088,-23.1088,-23.1104,-23.1126,0,23.1126,0,0,MINE_TEST,1.25
1.00164,-21.3074,-23.1074,-23.1101,-23.1124,0,23.1124,0,0,MINE_TEST,1.25
1.02779,-21.3101,-23.1101,-23.1103,-23.1121,0,23.1121,0,0,MINE_TEST,1.25
1.05399,-21.311,-23.111,-23.1109,-23.1119,0,23.1119,0,0,MINE_TEST,1.25
1.07993,-21.3125,-23.1125,-23.1116,-23.1117,0,23.1117,0,0,MINE_TEST,1.25
1.10559,-21.3125,-23.1125,-23.1122,-23.1115,0,23.1115,0,0,MINE_TEST,1.25
1.13147,-21.3136,-23.1136,-23.1125,-23.1114,0,23.1114,0,0,MINE_TEST,1.25
1.15738,-21.3124,-23.1124,-23.1126,-23.1112,0,23.1112,0,0,MINE_TEST,1.25
1.18321,-21.3132,-23.1132,-23.1125,-23.111,0,23.111,0,0,MINE_TEST,1.25
1.20893,-21.3119,-23.1119,-23.1121,-23.1108,0,23.1108,0,0,MINE_TEST,1.25
1.23455,-21.3131,-23.1131,-23.1114,-23.1106,-23.1108,0.000196284,0,0,MINE_TEST,1.25
1.26042,-21.3114,-23.1114,-23.1104,-23.1104,-23.1108,0.000351106,0,0,MINE_TEST,1.25
1.28657,-21.3099,-23.1099,-23.1093,-23.1103,-23.1106,0.000237098,0,0,MINE_TEST,1.25
1.31295,-21.3049,-23.1049,-23.1084,-23.1104,-23.1106,0.000225261,0,0,MINE_TEST,1.25
1.33891,-21.3067,-23.1067,-23.1081,-23.1105,-23.1105,0,0,0,MINE_TEST,1.25
1.36451,-21.3077,-23.1077,-23.1084,-23.1106,-23.1106,5.71907e-05,0,0,MINE_TEST,1.25
1.39011,-21.3066,-23.1066,-23.1094,-23.1108,-23.1106,0.000254083,0,0,MINE_TEST,1.25
1.41581,-21.3109,-23.1109,-23.1109,-23.111,-23.1106,0.000367493,0,0,MINE_TEST,1.25
1.44227,-21.3137,-23.1137,-23.1124,-23.1111,-23.1106,0.000484105,0,0,MINE_TEST,1.25
1.46846,-21.3165,-23.1165,-23.1134,-23.1112,-23.1108,0.000405638,0,0,MINE_TEST,1.25
1.49473,-21.316,-23.116,-23.1138,-23.1112,-23.1108,0.000421345,0,0,MINE_TEST,1.25
1.52074,-21.313,-23.113,-23.1134,-23.1112,-23.1108,0.000343197,0,0,MINE_TEST,1.25
1.54673,-21.3133,-23.1133,-23.1125,-23.1111,-23.1108,0.000272735,0,0,MINE_TEST,1.25
1.5726,-21.3128,-23.1128,-23.1112,-23.111,-23.1108,0.000140961,0,0,MINE_TEST,1.25
1.59901,-21.3089,-23.1089,-23.1098,-23.1108,-23.1108,4.45985e-05,0,0,MINE_TEST,1.25
1.62521,-21.3076,-23.1076,-23.1085,-23.1105,-23.1108,0.000285968,0,0,MINE_TEST,1.25
1.65123,-21.305,-23.105,-23.1078,-23.1103,-23.1108,0.000524301,0,0,MINE_TEST,1.25
1.67714,-21.3064,-23.1064,-23.1077,-23.1099,-23.1108,0.000842854,0,0,MINE_TEST,1.25
1.70317,-21.3074,-23.1074,-23.1082,-23.1096,-23.1108,0.00119012,0,0,MINE_TEST,1.25
1.72921,-21.3101,-23.1101,-23.1089,-23.1092,-23.1108,0.00159987,0,0,MINE_TEST,1.25
1.75513,-21.3103,-23.1103,-23.1095,-23.1087,-23.1106,0.00194689,0,0,MINE_TEST,1.25
1.78117,-21.3097,-23.1097,-23.1099,-23.1081,-23.1106,0.00253193,0,0,MINE_TEST,1.25
1.80707,-21.311,-23.111,-23.1098,-23.1074,-23.1106,0.00316502,0,0,MINE_TEST,1.25
1.83279,-21.3117,-23.1117,-23.1092,-23.1066,-23.1106,0.00394574,0,0,MINE_TEST,1.25
1.85836,-21.3093,-23.1093,-23.1078,-23.1058,-23.1105,0.00475723,0,0,MINE_TEST,1.25
