Elapsed Time (s),Frequency (Hz),S11 (dB),S21 (dB),OBJ,Height (m)
0.45818591117858887,1400000000.0,-40.501963639221,12.13070056292275,YES,1.1
0.8940739631652832,1400000000.0,-44.420130024712876,1.8575847842950324,YES,1.1
1.3331310749053955,1400000000.0,-44.75880329527678,1.8648322741625523,YES,1.1
1.7761993408203125,1400000000.0,-44.65379722369063,1.8474797761543695,YES,1.1
2.2171688079833984,1400000000.0,-45.035556084969684,1.8374867004651008,YES,1.1
2.6450090408325195,1400000000.0,-45.252409078000355,1.8303566726981884,YES,1.1
3.0805437564849854,1400000000.0,-45.17885587945556,1.8235396960000125,YES,1.1
3.5072362422943115,1400000000.0,-43.90763962037198,1.8339039405399804,YES,1.1
3.9423701763153076,1400000000.0,-43.861190200113455,1.8494760543788835,YES,1.1
4.361268758773804,1400000000.0,-43.68799216478195,1.8573949039787754,YES,1.1
4.809659004211426,1400000000.0,-43.75353508411415,1.8457644175780104,YES,1.1
5.25951075553894,1400000000.0,-43.72985620474435,1.846477568752458,YES,1.1
5.701801061630249,1400000000.0,-43.4599721556658,1.9440745083131792,YES,1.1
6.132054328918457,1400000000.0,-43.4868535520446,1.915365143914671,YES,1.1
6.560090780258179,1400000000.0,-43.47525082363495,1.9035529150828556,YES,1.1
6.992136478424072,1400000000.0,-43.52901697292437,1.9006768587673295,YES,1.1
7.4274420738220215,1400000000.0,-43.39007459418566,1.8911538090683757,YES,1.1
7.857771873474121,1400000000.0,-43.479559883974204,1.896044538534733,YES,1.1
8.304567098617554,1400000000.0,-43.47438844772795,1.8946047262087504,YES,1.1
8.743847370147705,1400000000.0,-43.41409065470664,1.900530773807061,YES,1.1
9.175934553146362,1400000000.0,-43.32205233893852,1.916378807369373,YES,1.1
9.595236778259277,1400000000.0,-43.38331966695449,1.9113542696644745,YES,1.1
10.021852731704712,1400000000.0,-43.58801823714208,1.9234729638914572,YES,1.1
10.467509984970093,1400000000.0,-43.534926424879146,1.9149514457611283,YES,1.1
10.951908826828003,1400000000.0,-43.299572490415926,1.9279802126131544,YES,1.1
11.372021913528442,1400000000.0,-43.494213828529254,1.9099182004433748,YES,1.1
11.843109369277954,1400000000.0,-43.58063654778354,1.8629452837213307,YES,1.1
12.292610883712769,1400000000.0,-43.640977508002976,1.8721152379935595,YES,1.1
12.731532573699951,1400000000.0,-43.618712287054876,1.8730065360682178,YES,1.1
13.182453870773315,1400000000.0,-43.545324801601026,1.8755405686304083,YES,1.1
13.624653816223145,1400000000.0,-43.592555272103546,1.8775744453471954,YES,1.1
14.07875657081604,1400000000.0,-43.61679148169479,1.8867369822719595,YES,1.1
14.523982048034668,1400000000.0,-43.56735713770558,1.871896564691462,YES,1.1
14.986990451812744,1400000000.0,-43.613544750805495,1.8791872874154623,YES,1.1
15.443016529083252,1400000000.0,-43.55285104916011,1.877244658719877,YES,1.1
15.864489793777466,1400000000.0,-43.62086984985528,1.872806252305281,YES,1.1
16.319494247436523,1400000000.0,-43.496273793668756,1.890558672069031,YES,1.1
16.761919260025024,1400000000.0,-43.63359571603941,1.8873649617751245,YES,1.1
17.1901113986969,1400000000.0,-43.64602594176883,1.8923112086626506,YES,1.1
17.622690200805664,1400000000.0,-43.6487948182439,1.9052759051758685,YES,1.1
18.059568166732788,1400000000.0,-43.58236576513959,1.9081475261543521,YES,1.1
18.49052381515503,1400000000.0,-43.63725345178747,1.9039216682900468,YES,1.1
18.9307541847229,1400000000.0,-43.60275105271114,1.9201549861521239,YES,1.1
19.368875741958618,1400000000.0,-43.573967489833734,1.9168980305782835,YES,1.1
19.820865154266357,1400000000.0,-43.45412015018147,1.9086600747006213,YES,1.1
20.275733470916748,1400000000.0,-43.573786059106006,1.9025133317614538,YES,1.1
20.72605013847351,1400000000.0,-43.53508563597215,1.908718945633876,YES,1.1
21.15418243408203,1400000000.0,-43.58941943108637,1.9070762643024364,YES,1.1
21.599271774291992,1400000000.0,-43.594217894546645,1.9181342525853118,YES,1.1
22.0591721534729,1400000000.0,-43.550958545611415,1.9585719949090472,YES,1.1
22.55086374282837,1400000000.0,-43.43473749079027,1.9143521848758485,YES,1.1
22.995824098587036,1400000000.0,-43.824071524072764,1.7982779048296638,YES,1.1
23.4221453666687,1400000000.0,-43.87940133131504,1.706114055177061,YES,1.1
23.86671471595764,1400000000.0,-43.98697184670798,1.6590457672838022,YES,1.1
24.31140899658203,1400000000.0,-43.863414552263805,1.6548283253634222,YES,1.1
24.74930238723755,1400000000.0,-43.98804852965398,1.6479371840346104,YES,1.1
25.174790620803833,1400000000.0,-44.00249048242176,1.646416293130482,YES,1.1
25.59870195388794,1400000000.0,-43.88440668897662,1.6408821971603804,YES,1.1
26.02334189414978,1400000000.0,-43.59029137543771,1.6435671752888186,YES,1.1
26.453171491622925,1400000000.0,-43.529582913673366,1.6430839127411536,YES,1.1
26.902879238128662,1400000000.0,-43.169134732951946,1.646634844169076,YES,1.1
27.399871110916138,1400000000.0,-43.51360518598854,1.6538093928955666,YES,1.1
27.888790369033813,1400000000.0,-43.75624829194326,1.642450514351521,YES,1.1
28.400580644607544,1400000000.0,-43.7485017219621,1.6457883016835375,YES,1.1
28.86584448814392,1400000000.0,-43.722622443056366,1.6433799718025277,YES,1.1
29.374379873275757,1400000000.0,-43.68258954858525,1.636364528388095,YES,1.1
29.851508378982544,1400000000.0,-43.664885289929074,1.637326310114629,YES,1.1
30.322354078292847,1400000000.0,-43.694823022582334,1.637239804265972,YES,1.1
30.79439091682434,1400000000.0,-43.74180785383956,1.6387984566898428,YES,1.1
31.233636379241943,1400000000.0,-43.59619886213971,1.6354992061203175,YES,1.1
31.67707347869873,1400000000.0,-43.70757757197644,1.6362295418331028,YES,1.1
32.11296343803406,1400000000.0,-43.65262329535681,1.6361339441067722,YES,1.1
32.55286407470703,1400000000.0,-43.630759604373566,1.6352242067472362,YES,1.1
32.97086763381958,1400000000.0,-43.56876792864328,1.6379604291580194,YES,1.1
33.3926477432251,1400000000.0,-43.53654040648497,1.6347956218453452,YES,1.1
33.8378803730011,1400000000.0,-43.52567024066319,1.6374180346227725,YES,1.1
34.26810097694397,1400000000.0,-43.58153351902043,1.637475369729355,YES,1.1
34.69421076774597,1400000000.0,-43.53382062329467,1.638156561534882,YES,1.1
35.13666582107544,1400000000.0,-43.48614397278957,1.6393897546842409,YES,1.1
35.59474754333496,1400000000.0,-43.55165296130274,1.6395133475829695,YES,1.1
