Elapsed Time (s),Frequency (Hz),S11 (dB),S21 (dB),OBJ,Height (m)
0.27417922019958496,2001000000.0,-82.96131345881153,-88.76631988815001,NO,0.0
0.500725507736206,2001000000.0,-84.21887176880855,-87.28232652935638,NO,0.0
0.7307360172271729,2001000000.0,-83.80747228862417,-85.67898760954982,NO,0.0
0.9578275680541992,2001000000.0,-84.87533334776485,-85.68555992634735,NO,0.0
1.1705021858215332,2001000000.0,-85.15105009511097,-86.10074963317778,NO,0.0
1.3943638801574707,2001000000.0,-84.00004648811603,-87.72248788358854,NO,0.0
1.6069996356964111,2001000000.0,-84.78687283406882,-86.52526041341942,NO,0.0
1.820195198059082,2001000000.0,-84.00038768197055,-85.58382043892894,NO,0.0
2.0446853637695312,2001000000.0,-84.44822140393657,-88.73449847672917,NO,0.0
2.258239507675171,2001000000.0,-83.40863375997381,-87.02776958475462,NO,0.0
2.4677135944366455,2001000000.0,-83.8962830719523,-88.11322789997394,NO,0.0
2.6878130435943604,2001000000.0,-83.29428687386783,-87.84354170100431,NO,0.0
2.924082040786743,2001000000.0,-84.73478814538204,-86.09440417606123,NO,0.0
3.1445729732513428,2001000000.0,-83.66597714828139,-87.1734637429168,NO,0.0
3.3664798736572266,2001000000.0,-83.43708974106299,-86.45237036473588,NO,0.0
3.5849127769470215,2001000000.0,-83.37658776451818,-86.76609155575333,NO,0.0
3.8116791248321533,2001000000.0,-84.7736425767701,-89.1350071857726,NO,0.0
4.026609182357788,2001000000.0,-83.58746616077092,-86.61236643878426,NO,0.0
4.24493408203125,2001000000.0,-84.8374553949202,-87.5227821914871,NO,0.0
4.46638298034668,2001000000.0,-83.7093247880148,-87.13608255446024,NO,0.0
4.692157506942749,2001000000.0,-83.74624489722594,-88.26617169873977,NO,0.0
4.917546510696411,2001000000.0,-84.34579871861669,-87.60815985915929,NO,0.0
5.134325742721558,2001000000.0,-84.15745021496527,-87.21683782699294,NO,0.0
5.356390476226807,2001000000.0,-83.86200056595266,-86.17445312916732,NO,0.0
5.583864212036133,2001000000.0,-83.99550792361217,-88.65297782005747,NO,0.0
5.8082966804504395,2001000000.0,-83.11408933621519,-88.19724373580692,NO,0.0
6.029016971588135,2001000000.0,-84.98945910498308,-88.97410774128082,NO,0.0
6.258647441864014,2001000000.0,-83.55301832035225,-85.86038232421551,NO,0.0
6.484702825546265,2001000000.0,-83.99687991344103,-87.27496409826685,NO,0.0
6.717803239822388,2001000000.0,-83.7764116674735,-86.54037994302313,NO,0.0
6.943701267242432,2001000000.0,-82.92324390855899,-87.06532953794903,NO,0.0
7.170583248138428,2001000000.0,-83.32755491430119,-86.67360536925838,NO,0.0
7.405204772949219,2001000000.0,-83.48689673116768,-86.94644658084384,NO,0.0
7.628951072692871,2001000000.0,-83.50904084932725,-87.1976599381052,NO,0.0
7.853973865509033,2001000000.0,-84.1945952815697,-87.62829024639544,NO,0.0
8.07994532585144,2001000000.0,-84.59972615406761,-88.77519712470053,NO,0.0
8.313773393630981,2001000000.0,-84.05519102716205,-87.23488409212855,NO,0.0
8.533211946487427,2001000000.0,-83.42815691405531,-86.31508428689949,NO,0.0
8.76454758644104,2001000000.0,-84.66675543523593,-87.93138366282682,NO,0.0
9.001381635665894,2001000000.0,-84.16604070878378,-88.60261665327403,NO,0.0
9.221812725067139,2001000000.0,-83.12239345939822,-87.75649138475843,NO,0.0
9.453672885894775,2001000000.0,-83.48733854901127,-86.946123424452,NO,0.0
9.670267581939697,2001000000.0,-83.69553938320439,-86.77890396643892,NO,0.0
9.906071901321411,2001000000.0,-83.45159930564405,-87.75841581628902,NO,0.0
10.152056455612183,2001000000.0,-82.91173479324515,-87.08243331281443,NO,0.0
10.368210315704346,2001000000.0,-83.52118505446916,-87.75552753280729,NO,0.0
10.596324443817139,2001000000.0,-83.05096221438475,-87.1005501258602,NO,0.0
10.816982984542847,2001000000.0,-82.99027240491543,-87.69266053144119,NO,0.0
11.045990705490112,2001000000.0,-83.87468513454513,-86.88149091867882,NO,0.0
11.263190507888794,2001000000.0,-83.74195136405858,-87.04385396760672,NO,0.0
11.488402366638184,2001000000.0,-83.68537973291714,-86.99968000791142,NO,0.0
11.718249320983887,2001000000.0,-84.12565957195297,-88.2376164282121,NO,0.0
11.946958780288696,2001000000.0,-84.71196748740002,-86.47248619521663,NO,0.0
12.163468360900879,2001000000.0,-83.00349825146554,-87.06907664351222,NO,0.0
12.38784670829773,2001000000.0,-84.4352044324787,-86.50636971995053,NO,0.0
12.620237112045288,2001000000.0,-83.24398017848993,-86.6129192688193,NO,0.0
12.851019859313965,2001000000.0,-82.39032885231687,-88.32760277258977,NO,0.0
13.068943977355957,2001000000.0,-83.3061240766421,-86.32244669982626,NO,0.0
13.29632043838501,2001000000.0,-83.62264911810632,-87.14996460210816,NO,0.0
13.514807224273682,2001000000.0,-83.59322799616183,-87.16793908937501,NO,0.0
